layer_index,z_mm,part_area_mm2,part_perimeter_mm,part_component_count,new_island_count,unsupported_area_mm2,unsupported_component_count,support_cross_section_area_mm2,support_cross_section_perimeter_mm
0,0.025,0.02128963,4.55973682,1,0,0.0,0,4782.125,4916.0
1,0.075,0.10789674,8.36166336,1,0,0.01606337,1,4781.625,4912.5
2,0.125,0.23128734,10.84987484,1,0,0.0,0,4781.625,4912.5
3,0.175,0.38220957,12.97418291,1,0,0.0,0,4781.625,4912.5
4,0.225,0.55707929,15.01530772,1,0,0.0,0,4781.625,4912.5
5,0.275,0.75307284,16.84079068,1,0,0.0,0,4781.625,4912.5
6,0.325,0.96863037,18.66627365,1,0,0.0,0,4781.625,4912.5
7,0.375,1.20332623,20.42222285,1,0,0.0,0,4781.625,4912.5
8,0.425,1.45469563,21.95665344,1,0,0.0,0,4781.625,4912.5
9,0.475,1.72135631,23.47462262,1,0,0.0,0,4781.625,4912.5
10,0.525,9.92991343,36.52983829,2,1,7.92769492,1,4771.625,4909.5
11,0.575,15.34222365,42.61723373,2,0,4.86372485,2,4766.0,4905.0
12,0.625,29.14748585,77.46679229,7,5,13.2197117,7,4748.4375,4883.5
13,0.675,41.19860845,99.98684842,8,1,10.84925897,10,4733.4375,4863.0
14,0.725,49.68214962,115.02610599,8,0,7.00018906,10,4724.125,4851.0
15,0.775,56.28163004,126.33691493,8,0,4.93077149,10,4718.1875,4844.5
16,0.825,62.29031958,137.25402098,11,3,4.19646451,11,4711.6875,4838.0
17,0.875,67.89029662,150.26470898,16,7,3.61488193,14,4706.625,4831.5
18,0.925,73.50143635,165.3278373,17,4,3.39861063,18,4699.875,4820.5
19,0.975,79.13642186,180.3012972,16,1,3.12901658,18,4694.6875,4816.0
20,1.025,84.7962942,194.51011108,17,1,2.87997023,19,4689.3125,4810.0
21,1.075,90.64460327,208.60477592,17,0,2.83121383,20,4684.875,4805.0
22,1.125,96.53859428,223.48991092,20,3,2.62544181,20,4679.6875,4798.0
23,1.175,102.58649153,240.81806154,19,3,2.53226709,22,4673.375,4786.0
24,1.225,108.88961567,255.26697432,20,2,2.48062672,20,4668.5,4780.5
25,1.275,115.2568251,272.27000834,22,3,2.30249643,20,4663.6875,4766.0
26,1.325,121.64399351,286.8152207,22,4,2.0686199,20,4659.75,4757.5
27,1.375,128.20374547,311.70774654,25,5,1.97194164,21,4651.3125,4723.0
28,1.425,145.82139023,361.14760187,30,6,12.61882909,24,4632.3125,4709.5
29,1.475,161.28648158,392.24644475,30,1,9.22072498,23,4619.875,4702.5
30,1.525,178.15857063,433.83175342,32,4,10.08462022,22,4604.3125,4698.5
31,1.575,195.05806722,455.40620648,32,0,9.07690838,23,4590.6875,4673.0
32,1.625,210.60121168,476.55921403,31,0,7.5891903,22,4578.0625,4650.0
33,1.675,229.07819639,505.266559,31,1,10.28311942,19,4562.75,4641.0
34,1.725,246.36437016,526.83578395,29,0,8.49075928,17,4550.25,4632.5
35,1.775,262.69965702,546.86345413,29,0,7.29341219,16,4541.125,4629.5
36,1.825,278.47811252,566.78490304,28,0,6.53173946,16,4530.75,4617.5
37,1.875,294.50623381,591.24980248,26,1,6.54812128,17,4519.1875,4609.5
38,1.925,310.44796247,611.73210336,26,0,6.19497659,17,4509.1875,4602.5
39,1.975,326.50700032,632.30131867,25,0,6.11862462,18,4499.75,4600.0
40,2.025,342.88446712,652.31187194,25,0,6.21115098,16,4489.5625,4594.5
41,2.075,360.2368203,674.26901598,25,0,6.96804675,17,4479.625,4590.5
42,2.125,380.86413092,714.80509098,25,0,9.93609639,16,4461.3125,4601.5
43,2.175,402.43911493,738.93901433,22,0,9.70025409,17,4446.75,4589.5
44,2.225,424.67921891,773.77206737,20,0,10.11092312,18,4434.0,4572.0
45,2.275,450.76626647,794.59300506,19,0,13.40884844,18,4415.9375,4567.0
46,2.325,474.66408821,821.86350741,19,0,10.95287834,19,4397.9375,4555.0
47,2.375,497.86191497,850.12055014,18,0,10.06256152,18,4384.5625,4544.0
48,2.425,520.59810672,856.5833866,16,0,9.4559196,17,4370.0,4539.5
49,2.475,542.60518748,837.94106315,16,0,9.06484542,19,4354.5625,4530.5
50,2.525,564.06500865,848.95670867,14,0,8.53051606,20,4341.625,4520.5
51,2.575,585.67241283,875.55983109,14,0,8.5258098,20,4327.8125,4510.0
52,2.625,607.65373458,891.3936247,12,0,8.55859729,20,4313.125,4502.0
53,2.675,629.59133741,893.52832198,11,0,8.43376254,18,4300.75,4492.5
54,2.725,651.34423088,897.66962304,11,0,8.40287285,20,4286.5,4482.0
55,2.775,673.41047765,913.08425982,12,1,8.79564071,24,4271.0625,4463.5
56,2.825,698.80792052,947.71286125,12,0,11.764232,24,4253.0,4439.0
57,2.875,757.18640398,998.14178913,11,0,43.58582018,24,4199.125,4400.0
58,2.925,787.72789693,1019.42909448,11,0,14.76060318,29,4177.8125,4367.5
59,2.975,814.69732958,1057.36321483,11,0,11.12633029,33,4155.875,4321.5
60,3.025,839.63491572,1093.84684396,10,0,8.87324364,35,4141.5625,4297.5
61,3.075,863.89264216,1087.22778778,9,0,8.15265938,32,4126.1875,4277.5
62,3.125,889.53665494,1081.07058039,10,2,9.72731662,30,4110.1875,4264.0
63,3.175,915.02755879,1071.85764409,10,0,9.50495172,30,4095.5,4257.5
64,3.225,939.76689781,1073.85206262,10,0,8.70234384,34,4079.5,4245.5
65,3.275,964.43276767,1071.27443799,9,0,8.28817957,35,4065.125,4232.5
66,3.325,988.43804316,1076.71590137,10,1,7.86618294,36,4050.375,4212.0
67,3.375,1012.65109573,1081.82249116,10,0,7.96730849,36,4035.375,4202.0
68,3.425,1037.23068366,1093.01084881,10,0,8.28305709,34,4025.75,4187.5
69,3.475,1062.07906495,1088.44095885,10,0,8.31066574,36,4010.875,4162.5
70,3.525,1087.33563394,1084.91078544,10,0,9.08602199,37,3994.625,4143.0
71,3.575,1117.56560329,1089.58329771,10,0,14.2602333,37,3975.0,4122.0
72,3.625,1184.90527807,1137.05459747,10,0,51.37462179,38,3908.1875,4076.0
73,3.675,1222.12349399,1147.13389436,9,0,20.29712921,40,3882.4375,4054.5
74,3.725,1251.78020284,1163.75855986,11,2,12.60490395,43,3864.375,4045.0
75,3.775,1284.73203523,1180.44996718,10,0,15.39141388,44,3842.25,4022.5
76,3.825,1314.57690466,1182.8729534,10,0,11.95874738,43,3822.75,4000.0
77,3.875,1342.85285248,1189.96158803,10,0,10.45883657,43,3807.4375,3980.5
78,3.925,1370.99438174,1197.79276846,10,0,10.26274216,42,3790.0625,3964.5
79,3.975,1398.80452918,1204.27664,9,0,9.86359077,43,3773.3125,3938.0
80,4.025,1426.42412932,1207.41922123,10,1,9.66416863,43,3755.875,3913.5
81,4.075,1454.14850305,1219.71425209,10,0,9.82994617,41,3742.0625,3893.5
82,4.125,1487.23702304,1220.76428407,11,1,15.25646243,42,3717.875,3870.5
83,4.175,1516.47359851,1220.91955137,11,0,11.25733682,43,3701.5625,3855.5
84,4.225,1544.49853612,1212.63583851,10,0,9.99330187,41,3683.5625,3824.0
85,4.275,1571.07274348,1206.30765651,8,0,9.01115087,41,3669.8125,3795.0
86,4.325,1598.39826796,1204.49728613,7,0,10.31639192,39,3654.25,3765.5
87,4.375,1661.10988529,1237.90933881,7,0,46.00737483,39,3598.5,3744.0
88,4.425,1691.29432072,1251.96792129,8,1,12.60553887,39,3579.75,3731.5
89,4.475,1718.62548305,1266.24572757,8,0,9.29608935,41,3564.8125,3719.5
90,4.525,1745.56545939,1272.04952411,7,0,8.61032735,43,3545.3125,3693.5
91,4.575,1770.98830752,1270.99366122,7,0,7.0519361,43,3535.9375,3679.0
92,4.625,1795.47818901,1270.91440613,7,0,6.29568482,43,3524.0,3666.5
93,4.675,1820.91920369,1276.81281583,8,1,7.24405344,44,3511.125,3652.0
94,4.725,1850.6555384,1283.78804035,8,0,11.30005139,45,3490.0625,3629.0
95,4.775,1880.33986392,1289.77486353,8,0,11.20430328,48,3474.125,3619.0
96,4.825,1909.69399568,1292.331049,7,0,10.84716412,44,3459.875,3594.0
97,4.875,1941.20625811,1292.8886485,8,1,12.83492359,43,3438.625,3567.0
98,4.925,1970.33543033,1296.76478807,8,0,10.49624133,39,3418.625,3552.0
99,4.975,1998.81905991,1286.25314155,8,0,10.04514913,36,3403.5625,3530.0
100,5.025,2025.47598815,1284.13616881,8,0,8.46727371,33,3388.25,3506.0
101,5.075,2049.65922166,1277.40095462,7,0,6.11251886,30,3378.8125,3494.0
102,5.125,2073.75897466,1272.80757598,7,0,6.36908792,31,3370.0,3483.5
103,5.175,2096.98913195,1270.74932004,7,0,5.85664347,29,3353.625,3467.0
104,5.225,2119.59584295,1279.32130271,7,0,5.64070997,26,3344.1875,3449.5
105,5.275,2141.52839268,1293.21074039,7,0,5.26519266,25,3334.5,3438.0
106,5.325,2163.71712355,1299.60124856,6,0,5.57816647,23,3324.25,3432.5
107,5.375,2185.96261823,1294.78633735,7,1,5.7025531,25,3312.3125,3428.0
108,5.425,2207.39920352,1288.48452834,7,0,4.79205507,24,3302.25,3424.0
109,5.475,2229.55984803,1286.1047709,7,0,5.46361904,27,3291.0625,3418.5
110,5.525,2252.48107257,1280.20107433,6,0,5.96602041,26,3282.0625,3408.5
111,5.575,2276.90790968,1277.67776693,7,1,7.4292615,28,3265.0625,3404.0
112,5.625,2300.85973821,1272.53428384,7,0,6.78452061,28,3253.25,3392.0
113,5.675,2327.5771241,1279.78297905,9,2,9.58365233,32,3237.625,3379.0
114,5.725,2357.06308253,1285.38434105,10,1,12.01975057,34,3219.6875,3365.5
115,5.775,2385.11537138,1299.40036268,12,2,10.4490834,44,3200.875,3358.5
116,5.825,2415.47852844,1312.82479446,13,1,12.20786084,45,3178.8125,3342.0
117,5.875,2445.89941831,1327.04820049,12,0,11.81720318,44,3159.9375,3320.5
118,5.925,2477.28049305,1340.29316908,12,0,12.29510723,48,3138.25,3300.0
119,5.975,2508.56683578,1342.87589468,9,0,11.74635179,51,3121.1875,3274.0
120,6.025,2539.21153121,1340.57964327,9,1,11.41019949,51,3097.875,3256.0
121,6.075,2567.97648565,1346.30702792,7,0,9.52587133,49,3082.3125,3239.5
122,6.125,2601.11670748,1366.94111678,7,0,13.83549763,52,3061.75,3228.0
123,6.175,2631.66362611,1384.45084681,6,0,11.24228999,52,3041.375,3212.0
124,6.225,2661.7302781,1380.98418045,6,0,10.7865087,55,3021.3125,3202.5
125,6.275,2692.30341139,1379.22310584,6,0,11.16921536,54,3001.6875,3181.0
126,6.325,2724.36526567,1379.29580872,6,0,12.48346747,49,2980.25,3161.0
127,6.375,2757.85154869,1375.28828589,6,0,13.44844717,44,2962.4375,3158.0
128,6.425,2792.69874961,1372.16545112,6,0,14.79194822,40,2937.375,3138.5
129,6.475,2831.85784964,1378.46141447,6,0,18.97243504,40,2910.125,3129.5
130,6.525,2878.41945031,1370.01103616,5,0,25.89291008,40,2876.625,3097.5
131,6.575,2944.8296936,1358.60290546,5,0,45.85260282,33,2822.625,3086.0
132,6.625,3198.91875048,1375.86261607,5,1,232.48461271,26,2573.6875,3023.0
133,6.675,3300.84284794,1384.73901978,4,0,79.89092114,33,2478.5625,2991.5
134,6.725,3384.61160909,1380.34291864,4,0,61.7803834,37,2410.5,2932.0
135,6.775,3445.1543858,1360.62627793,4,0,39.201819,40,2361.375,2875.0
136,6.825,3497.92341883,1331.80306057,4,0,32.59855622,39,2324.0,2835.5
137,6.875,3540.77019838,1301.63604164,5,1,24.00984447,42,2291.5,2797.0
138,6.925,3575.48564296,1280.46868515,5,0,16.97780891,43,2264.25,2759.5
139,6.975,3606.81739133,1270.74624238,6,1,14.45960596,40,2242.25,2729.0
140,7.025,3636.50493478,1260.09724501,6,0,13.19853039,41,2221.5,2699.5
141,7.075,3666.80690911,1253.21013776,7,1,14.23867616,38,2199.0625,2673.5
142,7.125,3692.49756295,1244.75891385,7,0,9.94048532,40,2183.8125,2646.0
143,7.175,3719.65600086,1249.63692873,8,1,11.82574658,39,2163.125,2640.0
144,7.225,3750.88777794,1255.99060934,7,0,15.601579,36,2148.1875,2624.0
145,7.275,3775.47017099,1256.96011181,6,0,8.83617913,37,2132.0,2597.5
146,7.325,3800.51098418,1239.4147684,6,0,9.67160553,34,2119.0,2578.5
147,7.375,3844.09682773,1197.87874559,5,0,28.94845761,32,2084.75,2540.0
148,7.425,3858.8372393,1192.48608143,5,0,1.88062307,30,2077.5625,2528.5
149,7.475,3873.26930522,1187.25880086,5,0,1.76286973,31,2072.875,2516.5
150,7.525,3887.43315819,1182.39988845,5,0,1.61859036,28,2068.625,2506.5
151,7.575,3901.24369364,1178.59625439,5,0,1.38912053,26,2064.0,2499.0
152,7.625,3914.84077484,1175.40450364,5,0,1.29522664,25,2060.5,2488.5
153,7.675,3928.2360801,1172.62099116,5,0,1.20763606,25,2055.0625,2475.5
154,7.725,3941.40262936,1170.05425523,5,0,1.08627997,24,2051.375,2471.0
155,7.775,3954.3757018,1167.58736659,5,0,1.00104898,24,2049.875,2465.5
156,7.825,3967.09951727,1165.41438921,5,0,0.8310729,22,2046.3125,2458.5
157,7.875,3979.67442226,1163.41244944,5,0,0.78644893,20,2042.25,2442.0
158,7.925,3992.14886217,1161.54855392,5,0,0.77860804,20,2039.9375,2439.0
159,7.975,4004.50522739,1160.01111325,5,0,0.73061613,19,2038.25,2434.0
160,8.025,4016.75265984,1158.51399763,5,0,0.7200579,18,2035.4375,2426.0
161,8.075,4028.91112363,1157.0641966,5,0,0.68369553,16,2032.25,2421.0
162,8.125,4040.99129236,1155.86700553,5,0,0.67295735,18,2030.0,2418.0
163,8.175,4053.03831504,1154.94328709,5,0,0.67485596,18,2028.0625,2413.0
164,8.225,4065.00520212,1154.22815739,5,0,0.63311175,18,2026.1875,2409.5
165,8.275,4076.87028619,1154.11176266,5,0,0.57664929,18,2024.8125,2405.5
166,8.325,4088.71145806,1154.47750032,5,0,0.5777134,19,2021.375,2397.5
167,8.375,4100.52709874,1154.98586249,5,0,0.55807896,17,2020.5,2395.0
168,8.425,4112.35365665,1155.6120737,5,0,0.57675514,18,2017.5,2392.0
169,8.475,4124.19922616,1156.47971777,5,0,0.59368426,18,2015.375,2389.5
170,8.525,4136.0982369,1157.41845068,5,0,0.60561571,18,2014.375,2388.0
171,8.575,4148.04877442,1158.52975557,5,0,0.67723511,21,2009.8125,2382.0
172,8.625,4160.07351117,1159.83190883,5,0,0.74511633,23,2006.4375,2379.0
173,8.675,4172.12963006,1161.18371908,5,0,0.76596776,23,2006.125,2375.0
174,8.725,4184.23063809,1162.73509482,5,0,0.82075606,25,2001.875,2370.5
175,8.775,4196.40137727,1164.34122302,5,0,0.87107714,27,1996.6875,2365.0
176,8.825,4208.65229732,1166.00179866,5,0,0.91615446,27,1993.25,2359.5
177,8.875,4221.0212494,1167.81302421,5,0,1.00444753,27,1990.25,2354.5
178,8.925,4233.4857333,1169.7201421,5,0,1.09281572,27,1985.5625,2349.5
179,8.975,4245.98211133,1171.81276867,5,0,1.14145009,29,1979.6875,2344.0
180,9.025,4258.65970211,1174.19343154,5,0,1.29848839,33,1976.8125,2339.5
181,9.075,4271.50553762,1176.97757597,5,0,1.45950783,34,1971.875,2335.0
182,9.125,4284.46941677,1187.58075891,5,0,1.56447608,33,1968.1875,2328.5
183,9.175,4297.54003323,1183.1013931,5,0,1.70529253,33,1961.6875,2324.0
184,9.225,4310.80147662,1186.40133082,5,0,1.87129111,33,1958.5,2325.5
185,9.275,4324.18928772,1189.87764298,5,0,1.97925063,32,1951.4375,2317.0
186,9.325,4337.76794614,1193.57589805,5,0,2.15165981,32,1947.0625,2313.5
187,9.375,4330.43202739,1109.67404731,3,0,2.42128713,34,1965.875,2304.0
188,9.425,4344.36970217,1112.04917641,3,0,2.62949142,34,1959.6875,2299.5
189,9.475,4358.83270432,1115.45133801,3,0,3.0066501,35,1952.125,2290.0
190,9.525,4373.58547283,1119.95293037,3,0,3.31231055,35,1945.3125,2284.0
191,9.575,4388.40566257,1127.10736773,3,0,3.3988009,36,1934.5,2275.0
192,9.625,4404.39230842,1146.65697404,3,0,4.30002513,39,1925.4375,2253.5
193,9.675,4421.25758576,1154.97019838,3,0,4.62801588,42,1915.25,2238.5
194,9.725,4438.37818619,1162.98266628,3,0,4.74669474,42,1905.125,2227.0
195,9.775,4455.86357942,1171.93308942,3,0,4.94527613,44,1894.9375,2213.5
196,9.825,4473.97890189,1181.26835435,3,0,5.42694597,46,1885.6875,2202.0
197,9.875,4493.00344474,1202.60956087,2,0,6.0180125,48,1871.6875,2182.0
198,9.925,4512.95760154,1205.42306778,2,0,6.72275441,47,1862.75,2167.5
199,9.975,4533.94587051,1209.83635637,2,0,7.71747134,47,1850.25,2155.0
200,10.025,4555.97364216,1217.14553968,2,0,8.6408859,45,1832.3125,2131.0
201,10.075,4579.84073377,1230.840205,2,0,10.14373216,45,1816.4375,2112.5
202,10.125,4604.86913663,1237.20214707,2,0,11.18284865,43,1802.5625,2105.0
203,10.175,4632.06487542,1247.27012497,2,0,13.22351399,44,1778.9375,2082.5
204,10.225,4662.94478725,1254.56382854,2,0,16.64968593,43,1757.6875,2061.0
205,10.275,4701.52846141,1265.48009655,2,0,24.0449479,44,1728.6875,2040.5
206,10.325,4764.93384855,1292.4719262,2,0,48.47842276,43,1669.625,1992.0
207,10.375,4910.19443704,1382.88932141,2,0,129.45711233,43,1523.5625,1858.0
208,10.425,4970.91025925,1414.68645578,2,0,42.5018968,44,1469.9375,1801.5
209,10.475,5017.68387994,1433.39357355,2,0,27.92416252,39,1434.3125,1762.0
210,10.525,5081.45740249,1534.82417387,2,0,44.73388722,40,1374.875,1707.5
211,10.575,5119.34209322,1547.59092828,2,0,18.54475964,40,1351.75,1683.0
212,10.625,5156.71787639,1559.37814527,2,0,17.65748704,38,1323.6875,1658.5
213,10.675,5193.79228253,1570.36858158,2,0,16.93809316,38,1303.625,1641.0
214,10.725,5231.55908912,1580.78519736,2,0,17.43348414,37,1279.6875,1619.0
215,10.775,5269.3588621,1590.78390081,2,0,17.48671196,35,1255.4375,1601.0
216,10.825,5307.73799236,1600.72444827,2,0,17.84214603,34,1228.8125,1578.5
217,10.875,5347.25227234,1611.38913786,2,0,18.74334834,35,1204.9375,1561.5
218,10.925,5387.53172386,1623.53571966,2,0,19.19396779,35,1177.875,1542.0
219,10.975,5429.65380965,1643.25227097,2,0,20.63578878,32,1153.9375,1522.5
220,11.025,5473.84302572,1657.69756791,2,0,22.25425705,32,1121.0625,1500.0
221,11.075,5521.74148663,1680.979101,2,0,25.53698336,31,1089.5,1477.5
222,11.125,5573.36028935,1701.09691223,2,0,28.82226506,33,1051.875,1443.0
223,11.175,5621.17994334,1717.71953354,2,0,24.68559079,31,1018.5625,1419.5
224,11.225,5680.81748592,1623.73458924,2,0,33.71063191,32,979.4375,1352.5
225,11.275,5719.19586304,1630.64537674,2,0,14.89755395,30,955.0625,1328.5
226,11.325,5755.48558592,1637.08906087,2,0,13.32872921,30,936.625,1319.0
227,11.375,5790.35843974,1642.62038859,2,0,11.87772966,30,917.125,1308.5
228,11.425,5824.26125524,1647.03057953,2,0,10.78078165,30,898.0625,1294.5
229,11.475,5840.24589709,1724.30939461,2,0,10.03492882,30,882.375,1283.5
230,11.525,5873.2808629,1727.01095046,2,0,9.58611535,30,866.125,1276.5
231,11.575,5905.91978789,1729.21129583,2,0,9.14521291,31,849.3125,1262.5
232,11.625,5937.90569445,1731.20465066,2,0,8.46553593,31,834.5625,1245.0
233,11.675,5969.23791793,1732.88558793,2,0,7.78294304,31,818.875,1234.5
234,11.725,6000.12927546,1733.61249386,2,0,7.30375573,29,804.8125,1219.5
235,11.775,6030.85141887,1733.54049898,2,0,7.15378841,30,792.3125,1211.0
236,11.825,6061.35973891,1733.13044268,2,0,6.98182173,31,777.375,1195.0
237,11.875,6091.66655822,1732.20736899,2,0,6.82897953,31,765.6875,1182.5
238,11.925,6121.73108151,1731.71010019,2,0,6.68198891,30,753.75,1167.0
239,11.975,6151.33592393,1730.79944489,2,0,6.29697331,29,738.0,1150.5
240,12.025,6180.24877026,1723.45098266,2,0,5.77486432,29,728.5,1142.5
241,12.075,6208.78457173,1719.82413397,2,0,5.69276043,29,718.1875,1131.5
242,12.125,6237.03638093,1716.3279156,2,0,5.5564731,30,708.0625,1123.0
243,12.175,6265.45542469,1713.27627969,2,0,5.85428933,30,696.25,1106.5
244,12.225,6294.10907008,1711.22152436,2,0,6.17046197,30,682.625,1096.0
245,12.275,6330.85739011,1715.52289672,2,0,14.34665244,30,664.5,1089.0
246,12.325,6358.72795949,1713.24649081,2,0,5.38197063,30,652.5,1074.5
247,12.375,6385.23049346,1709.67404676,2,0,4.1719665,30,642.4375,1067.5
248,12.425,6411.25496236,1705.74974077,2,0,3.84805659,30,634.5625,1058.5
249,12.475,6436.61858987,1701.81923451,2,0,3.32346461,30,625.0625,1050.0
250,12.525,6461.53634822,1698.18770972,2,0,3.02003799,31,620.3125,1047.5
251,12.575,6486.24438008,1693.07591915,2,0,2.93815875,31,609.125,1029.0
252,12.625,6510.70382224,1688.73212548,2,0,2.81536985,31,600.4375,1018.0
253,12.675,6534.77856844,1684.08931053,2,0,2.5545334,32,595.1875,1005.0
254,12.725,6558.53348432,1693.31149739,2,0,2.31841718,32,588.25,993.0
255,12.775,6581.87882496,1681.60779036,2,0,2.18097614,32,579.1875,962.5
256,12.825,6604.9716264,1674.93454771,2,0,2.09373415,29,573.5625,957.5
257,12.875,6627.73847139,1670.42620948,3,1,2.00436118,30,567.4375,949.0
258,12.925,6650.19067603,1665.84104517,3,0,1.80442901,28,560.75,934.0
259,12.975,6672.33268558,1658.79383872,3,0,1.65632461,26,554.25,906.0
260,13.025,6694.14553037,1649.31088045,3,0,1.58799707,21,549.3125,896.5
261,13.075,6715.80887722,1644.25558449,3,0,1.63170307,22,546.0,889.5
262,13.125,6737.26496027,1639.6767119,3,0,1.58838303,21,540.0,877.5
263,13.175,6758.49168629,1633.86188366,3,0,1.54522518,21,537.0,870.5
264,13.225,6779.43397128,1628.92327099,3,0,1.56143286,21,532.6875,862.0
265,13.275,6800.21072858,1626.33426503,3,0,1.60615977,20,529.375,860.5
266,13.325,6820.85754514,1623.5556799,3,0,1.6562323,22,523.25,834.5
267,13.375,6841.28867539,1621.27078316,3,0,1.60589005,22,518.6875,821.0
268,13.425,6861.65221842,1642.98915374,2,0,1.68614795,23,514.9375,797.5
269,13.475,6881.96771395,1620.72379377,2,0,1.59455259,20,509.5625,781.0
270,13.525,6901.69690436,1596.68374186,2,0,1.43474024,19,505.375,766.0
271,13.575,6920.89402187,1571.27761272,2,0,1.38838149,16,503.3125,758.0
272,13.625,6939.70394507,1546.42187689,2,0,1.48550443,14,499.3125,740.0
273,13.675,6958.29895764,1527.65992464,2,0,1.74097733,10,495.3125,732.5
274,13.725,6976.25212843,1507.36047981,2,0,1.49639326,8,493.1875,723.0
275,13.775,6992.93032561,1493.72192177,2,0,0.83446361,8,490.9375,717.5
276,13.825,7009.16900991,1482.16813028,3,1,0.73027904,6,489.8125,710.0
277,13.875,7025.07847691,1473.49239244,3,0,0.70477535,6,487.5,702.0
278,13.925,7040.69415476,1464.33278144,3,0,0.65042335,6,486.875,700.0
279,13.975,7055.96105839,1454.44383986,3,0,0.58197478,6,485.75,698.0
280,14.025,7070.91512508,1445.95512181,3,0,0.50247373,4,484.5,693.5
281,14.075,7085.59536388,1436.74940995,4,1,0.47578499,4,483.0625,690.0
282,14.125,7099.89315473,1426.07591567,4,0,0.44215656,4,482.125,688.0
283,14.175,7113.74814232,1417.19932531,4,0,0.37264336,4,481.8125,687.0
284,14.225,7127.22151115,1409.24942707,4,0,0.3494856,4,480.5,683.0
285,14.275,7140.39286283,1400.29640033,4,0,0.32006115,3,479.875,683.5
286,14.325,7153.41073671,1390.23601437,4,0,0.35382997,4,478.9375,682.0
287,14.375,7166.14625363,1380.93349241,4,0,0.39593037,4,478.5625,681.5
288,14.425,7178.72058431,1372.39624495,4,0,0.45839518,4,478.125,680.0
289,14.475,7191.16751731,1366.74555835,4,0,0.53934763,4,477.0,677.0
290,14.525,7203.5070732,1361.33267898,4,0,0.6113014,4,475.4375,672.0
291,14.575,7215.85453431,1356.25152971,4,0,0.69726953,4,475.4375,671.0
292,14.625,7227.96959212,1352.16930413,4,0,0.59298349,5,473.9375,665.5
293,14.675,7239.7184761,1348.37741022,4,0,0.44095825,6,472.3125,662.0
294,14.725,7251.15271548,1348.11804799,4,0,0.2900057,6,471.9375,658.0
295,14.775,7262.35846073,1350.47800934,4,0,0.22642372,5,471.5625,656.0
296,14.825,7273.50104493,1353.63923128,4,0,0.25564599,7,470.3125,645.5
297,14.875,7284.45809943,1356.89337805,4,0,0.23300441,7,469.0,643.5
298,14.925,7295.02501302,1351.55108006,3,0,0.19416761,7,468.625,639.5
299,14.975,7305.32874182,1343.20629449,3,0,0.14145101,5,467.875,638.0
300,15.025,7315.50185041,1338.69294978,3,0,0.21608585,4,467.125,636.0
301,15.075,7325.49547066,1336.92470666,3,0,0.20354025,4,467.125,636.5
302,15.125,7335.48690341,1333.22221744,3,0,0.27166792,4,465.75,630.0
303,15.175,7345.59465631,1316.54133828,3,0,0.42843011,3,465.0625,629.5
304,15.225,7355.73239716,1301.34392821,3,0,0.68590308,3,463.75,628.0
305,15.275,7366.05524551,1287.07176722,3,0,1.15849312,2,461.9375,621.0
306,15.325,7374.71674986,1280.28800297,3,0,0.01974246,1,461.875,621.5
307,15.375,7383.25541624,1273.47713562,3,0,0.019075,1,461.75,621.0
308,15.425,7391.65732641,1266.56777887,3,0,0.01839591,1,461.6875,621.0
309,15.475,7399.96707116,1258.95310876,3,0,0.01771904,1,461.625,620.5
310,15.525,7408.13474597,1253.03246927,3,0,0.01708801,1,461.4375,618.5
311,15.575,7416.19011211,1247.68923218,3,0,0.01375746,1,461.375,617.5
312,15.625,7424.11990616,1243.40427215,3,0,0.0,0,461.375,617.5
313,15.675,7431.92372155,1238.83497708,3,0,0.0,0,461.4375,618.0
314,15.725,7439.61135294,1234.2105446,3,0,0.0,0,461.4375,618.0
315,15.775,7447.18551712,1229.5035718,3,0,0.01075082,1,461.375,617.5
316,15.825,7454.61490613,1224.66072296,3,0,0.01182626,1,461.375,617.5
317,15.875,7461.88631929,1219.94502258,3,0,0.01254509,1,461.3125,617.0
318,15.925,7469.01035073,1215.30586036,3,0,0.01164903,1,461.375,617.5
319,15.975,7476.0445713,1210.58896055,3,0,0.01055059,1,461.3125,616.5
320,16.025,7482.96559179,1205.06213633,3,0,0.0292174,2,461.375,616.5
321,16.075,7489.63828468,1199.54470744,3,0,0.01770559,1,460.9375,614.0
322,16.125,7496.13060868,1195.85857335,3,0,0.0,0,460.9375,614.0
323,16.175,7502.50464282,1192.13238603,3,0,0.0,0,460.9375,614.0
324,16.225,7508.81613906,1188.40538855,3,0,0.04227629,1,460.8125,613.0
325,16.275,7515.08639817,1184.56342072,3,0,0.08294993,1,460.9375,612.5
326,16.325,7521.30136134,1180.30161571,3,0,0.12357838,1,460.75,612.0
327,16.375,7527.44595465,1175.80924163,3,0,0.1622691,1,460.6875,613.0
328,16.425,7533.42027323,1171.72722809,3,0,0.16346738,2,460.3125,611.5
329,16.475,7539.24852543,1168.01257619,3,0,0.14297948,2,460.1875,610.0
330,16.525,7544.98928286,1164.36512983,3,0,0.12940758,2,460.0,609.0
331,16.575,7550.65640892,1160.60758542,3,0,0.11583567,2,459.6875,607.0
332,16.625,7556.21000271,1156.75792584,3,0,0.10226376,2,459.6875,606.5
333,16.675,7561.6542448,1152.99062176,3,0,0.08869186,2,459.9375,609.5
334,16.725,7566.97984353,1149.25630815,3,0,0.07511995,2,459.9375,609.5
