layer_index,z_mm,part_area_mm2,part_perimeter_mm,part_component_count,new_island_count,unsupported_area_mm2,unsupported_component_count,support_cross_section_area_mm2,support_cross_section_perimeter_mm
1794,89.725,4167.13746735,693.1071797,7,0,1.20688391,2,2826.8125,1427.5
1795,89.775,4170.61520838,694.34471087,7,0,1.19129662,2,2824.375,1426.0
1796,89.825,4174.44246862,695.33203941,7,0,1.46010661,2,2822.4375,1425.5
1797,89.875,4179.58120072,703.19003641,7,0,2.6714491,3,2818.875,1418.0
1798,89.925,4183.70644601,704.25177667,7,0,1.54845753,2,2816.25,1417.5
1799,89.975,4187.90427528,705.14518837,7,0,1.419501,2,2814.3125,1411.5
1800,90.025,4191.334754,705.23168475,7,0,0.32351472,2,2813.9375,1410.5
1801,90.075,4194.77511964,705.20893984,7,0,0.28186069,2,2813.0,1409.5
1802,90.125,4198.20547941,705.16633395,7,0,0.25057429,2,2812.0625,1408.5
1803,90.175,4201.64540726,705.11936893,7,0,0.23579786,2,2811.0,1407.5
1804,90.225,4205.08694768,705.0882172,7,0,0.2236633,2,2810.6875,1407.0
1805,90.275,4208.52069083,705.04967165,7,0,0.20542523,2,2810.0625,1406.5
1806,90.325,4211.93992652,704.99927514,7,0,0.17529286,2,2809.0,1405.5
1807,90.375,4215.42513575,704.95811339,7,0,0.1644591,2,2808.8125,1405.0
1808,90.425,4219.06236339,704.92850096,7,0,0.15396556,2,2808.5,1404.5
1809,90.475,4222.89993804,704.92652676,7,0,0.1426968,2,2807.4375,1401.5
1810,90.525,4226.90976442,704.9179686,7,0,0.10781188,2,2807.25,1400.5
1811,90.575,4231.13051424,704.90164854,7,0,0.09367722,2,2807.1875,1400.5
1812,90.625,4235.51054416,704.81093066,7,0,0.08387107,2,2806.6875,1399.5
1813,90.675,4240.01948819,704.72269524,7,0,0.07648298,2,2806.0,1393.5
1814,90.725,4244.63927429,704.63706519,7,0,0.06521726,2,2805.6875,1391.0
1815,90.775,4249.29738899,704.53896521,7,0,0.03327272,1,2805.5625,1390.0
1816,90.825,4254.01042299,704.44442055,7,0,0.02668718,1,2805.5,1389.5
1817,90.875,4258.79819691,704.18098272,7,0,0.0204048,1,2805.3125,1387.5
1818,90.925,4263.86694282,707.19581778,8,1,0.16885334,2,2804.6875,1387.0
1819,90.975,4269.44868555,708.67939746,8,0,0.35928073,1,2803.875,1386.0
1820,91.025,4275.26038349,708.92306693,8,0,0.33352025,1,2803.25,1385.5
1821,91.075,4281.2409415,709.7534323,8,0,0.32181239,1,2803.25,1385.5
1822,91.125,4287.37696101,710.87370144,8,0,0.29321782,1,2802.625,1385.0
1823,91.175,4293.6564657,711.97598137,8,0,0.24318842,1,2802.0,1384.5
1824,91.225,4300.10918348,713.12260944,8,0,0.23416685,1,2802.0,1384.5
1825,91.275,4306.74860768,714.22349842,7,0,0.2291012,1,2801.375,1384.0
1826,91.325,4313.79077965,715.28402101,7,0,0.22403554,1,2800.75,1383.5
1827,91.375,4321.30519416,716.34066254,7,0,0.20289544,1,2800.75,1383.5
1828,91.425,4329.05782525,717.37414019,7,0,0.15450389,1,2800.125,1383.0
1829,91.475,4336.90599475,718.40669014,7,0,0.15021947,1,2800.125,1383.0
1830,91.525,4344.82666097,719.45162248,7,0,0.14846762,1,2799.5,1382.5
1831,91.575,4352.9043854,725.00772064,8,1,0.25797076,2,2798.875,1382.0
1832,91.625,4361.55516741,726.61392654,8,0,0.60183943,2,2797.9375,1381.5
1833,91.675,4370.47170167,728.22741551,8,0,0.59721213,2,2797.0,1380.5
1834,91.725,4379.58128977,729.8159168,8,0,0.55885727,2,2796.375,1380.0
1835,91.775,4388.90749671,732.44636465,9,1,0.59185142,3,2794.1875,1379.5
1836,91.825,4398.76892149,734.83182961,9,0,0.68956674,3,2793.375,1378.0
1837,91.875,4408.90025972,737.19766377,9,0,0.74299795,3,2792.5625,1375.0
1838,91.925,4419.29238896,739.58149825,9,0,0.72803205,3,2791.1875,1373.5
1839,91.975,4429.96687728,741.96176168,9,0,0.71723174,3,2789.9375,1373.5
1840,92.025,4441.23846535,744.67264319,9,0,1.04792714,3,2788.625,1372.0
1841,92.075,4452.74411308,747.49915315,9,0,1.04015579,3,2786.625,1369.0
1842,92.125,4464.52987767,750.19460265,8,0,1.00563206,2,2786.0,1368.5
1843,92.175,4476.93771399,752.59156888,8,0,1.09879999,3,2783.875,1365.0
1844,92.225,4489.91021927,755.01136712,8,0,1.22410652,4,2782.75,1365.0
1845,92.275,4503.14686205,757.52815755,8,0,1.34510157,6,2779.3125,1360.5
1846,92.325,4516.66309693,760.34008586,7,0,1.47669912,6,2775.5,1356.0
1847,92.375,4530.56083778,762.5626716,7,0,1.66213105,9,2769.375,1347.0
1848,92.425,4544.99369622,764.68076402,6,0,1.99857476,10,2758.9375,1345.5
1849,92.475,4560.03156948,766.65129663,6,0,2.37442715,10,2744.75,1340.0
1850,92.525,4575.75411337,768.65940155,6,0,2.84834295,12,2738.0,1335.5
1851,92.575,4591.91388842,770.70881337,6,0,3.1753874,11,2722.9375,1329.5
1852,92.625,4608.47161206,772.803088,6,0,3.52022302,12,2707.375,1318.0
1853,92.675,4625.75359136,774.92344309,6,0,4.19540538,11,2688.25,1312.5
1854,92.725,4643.84110025,777.05117185,6,0,4.9610429,10,2680.125,1309.0
1855,92.775,4662.96363638,779.37074426,6,0,5.98086825,10,2660.6875,1305.0
1856,92.825,4683.44073061,782.24284393,6,0,7.31280565,8,2638.25,1302.5
1857,92.875,4704.6279202,785.20411664,6,0,7.99141752,8,2611.9375,1298.0
1858,92.925,4726.6334525,788.21141706,6,0,8.77792141,8,2592.625,1295.5
1859,92.975,4749.96027267,791.11109919,5,0,10.07006023,8,2571.3125,1292.0
1860,93.025,4773.73193036,793.09498849,5,0,10.48824329,8,2538.25,1291.0
1861,93.075,4797.31864305,794.46933123,5,0,10.29191546,7,2522.5625,1290.5
1862,93.125,4821.79602468,795.81326547,5,0,11.1972479,7,2505.5,1290.0
1863,93.175,4848.62337132,797.29270118,5,0,13.54844802,7,2468.4375,1285.5
1864,93.225,4877.49530532,798.84989033,5,0,15.58567125,7,2444.1875,1284.0
1865,93.275,4908.10193679,800.48181491,5,0,17.31153052,7,2416.4375,1282.5
1866,93.325,4942.9151214,802.31067198,5,0,21.51656662,7,2387.6875,1280.5
1867,93.375,4982.80898231,804.36467613,5,0,26.59418036,7,2334.9375,1277.5
1868,93.425,5028.67537104,808.58231738,6,1,32.56030108,8,2291.375,1275.5
1869,93.475,5089.51435036,820.0591728,5,0,47.42625116,7,2235.9375,1272.5
1870,93.525,5201.27423999,774.87270754,5,0,97.96588391,9,2126.375,1201.5
1871,93.575,5295.14540823,573.52022326,2,0,82.68081614,7,2058.3125,963.0
1872,93.625,5297.11954521,574.29463955,2,0,1.11879793,1,2057.125,963.0
1873,93.675,5299.10553264,574.97483946,2,0,1.12112551,1,2056.0,962.5
1874,93.725,5301.10474562,575.65403539,2,0,1.12345309,1,2054.6875,961.5
1875,93.775,5303.11584355,576.33192385,2,0,1.12578067,1,2052.875,960.0
1876,93.825,5304.86480471,576.71766649,2,0,0.85762215,1,2052.25,959.5
1877,93.875,5306.22962194,576.71287672,2,0,0.46823582,1,2051.6875,958.5
1878,93.925,5307.58834715,576.70912344,2,0,0.46823582,1,2050.4375,957.5
1879,93.975,5308.92551712,576.68800557,2,0,0.46823582,1,2049.8125,957.0
1880,94.025,5310.12363224,576.53912753,2,0,0.33273624,1,2049.8125,957.0
1881,94.075,5311.29303549,576.36889419,2,0,0.30848634,1,2049.1875,956.5
1882,94.125,5312.4192319,576.16866794,2,0,0.27128137,1,2048.6875,956.0
1883,94.175,5313.48291745,575.93915002,2,0,0.22812847,1,2048.6875,956.0
1884,94.225,5314.5192954,575.70598048,2,0,0.22812847,1,2048.0625,955.5
1885,94.275,5315.48808582,575.43648862,2,0,0.18873418,1,2047.4375,955.0
1886,94.325,5316.38450595,575.15599941,2,0,0.16370887,1,2047.5625,955.0
1887,94.375,5317.19734609,574.88283394,2,0,0.16370887,1,2046.9375,954.5
1888,94.425,5317.94067994,574.58275748,2,0,0.15102113,1,2046.9375,954.5
1889,94.475,5318.59914593,574.18235478,2,0,0.11137726,1,2046.9375,954.5
1890,94.525,5319.22259934,573.72792925,2,0,0.11137726,1,2046.875,954.5
1891,94.575,5319.81207082,573.27350373,2,0,0.11137726,1,2047.4375,955.0
1892,94.625,5320.35384584,572.65485502,2,0,0.09817856,1,2046.8125,954.5
1893,94.675,5320.82915753,571.91243562,2,0,0.06833085,1,2046.8125,954.5
1894,94.725,5321.26902522,570.82364079,2,0,0.06833085,1,2046.8125,954.5
1895,94.775,5321.66196481,569.16193002,2,0,0.06833085,1,2046.8125,955.0
1896,94.825,5322.01274004,567.50068847,2,0,0.06833085,1,2046.8125,955.0
1897,94.875,5322.28977571,565.81657769,2,0,0.04130008,1,2046.8125,955.0
1898,94.925,5322.5011564,564.12152552,2,0,0.03253891,1,2046.8125,955.0
1899,94.975,5322.67090559,562.89118057,2,0,0.03253891,1,2046.1875,949.5
1900,95.025,5322.81399815,562.20301115,2,0,0.03253891,1,2046.1875,949.5
1901,95.075,5322.93332498,561.51954245,2,0,0.03253891,1,2046.1875,949.5
1902,95.125,5323.01297862,561.17276693,2,0,0.01679997,1,2046.1875,949.5
1903,95.175,5323.06137444,560.8186298,2,0,0.0,0,2046.1875,949.5
1904,95.225,5323.10588428,560.46579659,2,0,0.0,0,2046.1875,949.5
1905,95.275,5323.14703878,560.18211472,2,0,0.0,0,2046.1875,949.5
1906,95.325,5323.18700696,560.05784691,2,0,0.0,0,2046.1875,949.5
1907,95.375,5323.2156488,559.93205553,2,0,0.0,0,2046.1875,949.5
1908,95.425,5323.2075175,559.80087232,2,0,0.0,0,2046.1875,949.5
1909,95.475,5323.16961743,559.669095,2,0,0.0,0,2046.1875,949.5
1910,95.525,5323.09556667,559.26156524,1,0,0.0,0,2046.1875,949.5
1911,95.575,5322.97124241,558.89732014,1,0,0.0,0,2046.1875,949.5
1912,95.625,5322.80350169,558.53208168,1,0,0.0,0,2046.1875,949.5
1913,95.675,5322.59036244,558.16714346,1,0,0.0,0,2046.1875,949.5
1914,95.725,5322.33407437,557.82710702,1,0,0.0,0,2046.1875,949.5
1915,95.775,5322.03012657,557.47161249,1,0,0.0,0,2046.1875,949.5
1916,95.825,5321.69387523,557.11495988,1,0,0.0,0,2046.3125,950.5
1917,95.875,5321.33519567,556.75603215,1,0,0.0,0,2046.3125,950.5
1918,95.925,5320.95837604,556.41230123,1,0,0.0,0,2046.3125,950.5
1919,95.975,5320.58876734,555.99206222,1,0,0.0,0,2046.3125,950.5
1920,96.025,5320.20217335,555.54869957,1,0,0.0,0,2046.4375,951.0
1921,96.075,5319.79328317,555.10628636,1,0,0.0,0,2046.4375,951.0
1922,96.125,5319.3473795,554.65424788,1,0,0.0,0,2046.4375,951.0
1923,96.175,5318.87895329,554.18798084,1,0,0.01412395,1,2046.4375,951.0
1924,96.225,5318.38842324,553.70886866,1,0,0.0178517,1,2046.625,951.5
1925,96.275,5317.86386774,553.23964469,1,0,0.01466528,1,2046.5625,951.0
1926,96.325,5317.30451066,552.79850003,1,0,0.02491766,2,2046.5,950.5
1927,96.375,5316.70574618,552.39526581,1,0,0.02887298,2,2046.4375,949.5
1928,96.425,5316.0676075,551.9864374,1,0,0.03209905,2,2046.5,950.0
1929,96.475,5315.38364595,551.62279607,1,0,0.03447092,2,2046.4375,948.5
1930,96.525,5314.6622993,551.27483239,1,0,0.03457966,2,2046.4375,948.5
1931,96.575,5313.91437242,550.95223585,1,0,0.02744107,2,2046.3125,947.5
1932,96.625,5313.11609404,550.65156272,1,0,0.02650596,2,2046.25,946.5
1933,96.675,5312.27606589,550.36241274,1,0,0.02557216,2,2046.375,948.0
1934,96.725,5311.40500345,550.07317806,1,0,0.02464137,2,2046.25,946.5
1935,96.775,5310.50138898,549.76268011,1,0,0.01410293,1,2046.25,946.5
1936,96.825,5309.56365762,549.46262081,1,0,0.0136794,1,2046.75,946.5
1937,96.875,5308.59728268,549.15676831,1,0,0.01325587,1,2046.8125,947.0
1938,96.925,5307.60397245,548.85037128,1,0,0.01283234,1,2046.75,946.0
1939,96.975,5306.58757012,548.5501631,1,0,0.0124088,1,2047.3125,946.0
1940,97.025,5305.54566613,548.2581681,1,0,0.01198527,1,2047.3125,946.0
1941,97.075,5304.48884491,547.96596367,1,0,0.01156174,1,2047.3125,946.0
1942,97.125,5303.4142798,547.6725451,1,0,0.01113821,1,2047.25,945.5
1943,97.175,5302.31819981,547.37719538,1,0,0.01071468,1,2047.25,945.5
1944,97.225,5301.20072213,547.08880763,1,0,0.01029115,1,2047.1875,944.5
1945,97.275,5300.06191148,546.79213516,1,0,0.0,0,2047.75,945.0
1946,97.325,5298.89207199,546.47803618,1,0,0.0,0,2047.75,945.0
1947,97.375,5297.70325434,546.178757,1,0,0.0,0,2047.75,945.0
1948,97.425,5296.50591068,545.90810853,1,0,0.0,0,2047.75,945.0
1949,97.475,5295.31056627,545.62262838,1,0,0.0,0,2047.75,945.0
1950,97.525,5294.09734991,545.34464439,1,0,0.0,0,2047.75,945.0
1951,97.575,5292.86279754,545.07191925,1,0,0.0,0,2047.75,945.0
1952,97.625,5291.61136966,544.79359601,1,0,0.0,0,2047.875,947.0
1953,97.675,5290.34519705,544.50320267,1,0,0.0,0,2047.875,947.0
1954,97.725,5289.05817325,544.21519503,1,0,0.0,0,2048.0,947.5
1955,97.775,5287.71466264,543.91238912,1,0,0.0,0,2048.0,947.5
1956,97.825,5286.32721211,543.61123842,1,0,0.0,0,2048.0,947.5
1957,97.875,5284.86541907,543.31054593,1,0,0.0,0,2048.0,947.5
1958,97.925,5283.33020112,543.00945573,1,0,0.0,0,2048.0,947.5
1959,97.975,5281.72375412,542.70430782,1,0,0.0,0,2048.25,949.5
1960,98.025,5280.04625477,542.38990131,1,0,0.0,0,2048.25,949.5
1961,98.075,5278.2919991,542.05186064,1,0,0.0,0,2048.25,949.5
1962,98.125,5276.48053099,541.72130041,1,0,0.0,0,2048.375,949.5
1963,98.175,5274.60421724,541.39706983,1,0,0.0,0,2048.9375,950.0
1964,98.225,5272.65442432,541.06577997,1,0,0.0,0,2049.125,952.0
1965,98.275,5270.63169839,540.73750368,1,0,0.0,0,2049.25,952.0
1966,98.325,5268.5398522,540.43068486,1,0,0.0,0,2049.25,952.0
1967,98.375,5266.4000389,540.15013715,1,0,0.0,0,2049.25,952.0
1968,98.425,5264.24203985,539.88522508,1,0,0.0,0,2049.5,954.5
1969,98.475,5262.04199001,539.60726412,1,0,0.0,0,2050.125,954.5
1970,98.525,5259.79620147,539.31449451,1,0,0.0,0,2050.125,954.5
1971,98.575,5257.50460317,539.02188077,1,0,0.0,0,2051.0625,963.0
1972,98.625,5255.18275957,538.72092174,1,0,0.0,0,2053.5625,984.0
1973,98.675,5252.86440206,538.43607599,1,0,0.02809847,1,2054.1875,989.5
1974,98.725,5250.5360592,538.1637101,1,0,0.03594346,1,2054.1875,989.5
1975,98.775,5248.19445419,537.89724072,1,0,0.03594346,1,2055.375,991.5
1976,98.825,5245.84186357,537.62495616,1,0,0.03594346,1,2055.9375,998.0
1977,98.875,5243.47530771,537.34253551,1,0,0.03594346,1,2058.8125,1003.5
1978,98.925,5241.10568896,537.08140858,1,0,0.06723999,1,2058.8125,1003.5
1979,98.975,5238.69876816,536.82148694,1,0,0.06990395,1,2060.1875,1006.0
1980,99.025,5236.26894918,536.56407664,1,0,0.06990395,1,2060.625,1006.5
1981,99.075,5233.8281807,536.30903409,1,0,0.06990395,1,2062.9375,1011.5
1982,99.125,5231.35880554,536.04968979,1,0,0.06990395,1,2062.3125,1011.0
1983,99.175,5228.86566925,535.7798502,1,0,0.06990395,1,2064.3125,1014.0
1984,99.225,5226.34263852,535.4974876,1,0,0.06990395,1,2067.0625,1018.0
1985,99.275,5223.79359993,535.21614001,1,0,0.06990395,1,2066.4375,1017.5
1986,99.325,5221.22999933,534.93206283,1,0,0.07290444,1,2067.125,1023.0
1987,99.375,5218.67564168,534.67376818,1,0,0.09340664,1,2070.875,1031.5
1988,99.425,5216.11759655,534.42255775,1,0,0.09340664,1,2072.3125,1034.0
1989,99.475,5213.54783622,534.17102597,1,0,0.09340664,1,2072.375,1034.0
1990,99.525,5210.9660291,533.91278735,1,0,0.09340664,1,2072.9375,1034.5
1991,99.575,5208.36830124,533.63699562,1,0,0.09340664,1,2078.5625,1046.5
1992,99.625,5205.70326504,533.36645686,1,0,0.09340664,1,2078.625,1046.5
1993,99.675,5202.72144938,533.10103639,1,0,0.09340664,1,2079.125,1046.0
1994,99.725,5199.48563011,532.86585975,1,0,0.09340664,1,2085.875,1053.0
1995,99.775,5195.74476166,532.64011217,1,0,0.08744934,1,2085.875,1053.0
1996,99.825,5191.39600675,532.50344914,1,0,0.08442494,1,2086.0625,1053.5
1997,99.875,5186.75291833,532.36949839,1,0,0.08442494,1,2092.75,1061.5
1998,99.925,5181.94124017,532.22637477,1,0,0.08442494,1,2093.0,1061.5
1999,99.975,5176.96835426,532.09201957,1,0,0.08442494,1,2094.5625,1064.5
2000,100.025,5171.8463914,531.95319109,1,0,0.08442494,1,2099.8125,1071.0
2001,100.075,5166.60151474,531.80802162,1,0,0.08442494,1,2101.125,1072.0
2002,100.125,5161.28865623,531.67677813,1,0,0.08442494,1,2106.3125,1080.5
2003,100.175,5155.90438826,531.54590335,1,0,0.08442494,1,2108.4375,1086.5
2004,100.225,5150.43583178,531.40720723,1,0,0.06944601,1,2112.1875,1090.5
2005,100.275,5144.90708021,531.27094336,1,0,0.06387654,1,2116.0,1094.0
2006,100.325,5139.31504791,531.13670877,1,0,0.06387654,1,2117.0,1095.5
2007,100.375,5133.66796547,531.01023563,1,0,0.06387654,1,2122.9375,1101.5
2008,100.425,5127.98270566,530.88501109,1,0,0.08364823,2,2124.4375,1103.0
2009,100.475,5122.20776485,530.72356137,1,0,0.06684521,2,2128.25,1108.0
2010,100.525,5116.35742198,530.56459566,1,0,0.06528235,2,2132.25,1110.5
2011,100.575,5110.43042313,530.40820618,1,0,0.06528217,2,2132.8125,1111.5
2012,100.625,5104.41271066,530.24796762,1,0,0.07195922,2,2139.1875,1117.5
2013,100.675,5097.79401722,530.12849513,1,0,0.10294734,2,2140.625,1119.5
2014,100.725,5090.20194152,529.99160755,1,0,0.08678416,2,2148.1875,1124.5
2015,100.775,5082.09611355,529.85068668,1,0,0.08254937,2,2150.0,1127.5
2016,100.825,5073.48986141,529.73381337,1,0,0.08254972,2,2154.5,1130.5
2017,100.875,5064.30617104,529.84557485,1,0,0.11793922,2,2162.9375,1139.5
2018,100.925,5054.66162011,529.94282292,1,0,0.13071481,2,2166.0625,1143.0
2019,100.975,5044.74778644,530.04127703,1,0,0.12422218,2,2169.8125,1142.5
2020,101.025,5034.52954371,530.13199046,1,0,0.10560228,1,2177.0625,1148.5
2021,101.075,5024.08989432,530.15735487,1,0,0.10560228,1,2184.3125,1158.5
2022,101.125,5013.56635502,530.17352338,1,0,0.10560228,1,2186.25,1160.0
2023,101.175,5002.96953628,530.19474424,1,0,0.10560228,1,2194.1875,1166.5
2024,101.225,4991.36654661,530.13787913,1,0,0.10657544,1,2202.1875,1173.0
2025,101.275,4974.89280894,530.09277197,1,0,0.12905499,1,2210.6875,1183.5
2026,101.325,4955.50013824,529.94569033,1,0,0.12892306,1,2223.1875,1196.0
2027,101.375,4933.0915021,529.65842666,1,0,0.13176876,1,2237.25,1213.0
2028,101.425,4894.04434659,492.18364254,1,0,2.30712264,9,2259.625,1231.5
2029,101.475,4812.75320514,528.09256014,2,0,0.1308103,1,2310.25,1280.0
2030,101.525,4812.13659446,528.30587,2,0,0.1531969,2,2309.0625,1279.0
2031,101.575,4811.50991419,528.52261705,2,0,0.1644141,2,2309.6875,1279.5
2032,101.625,4810.83804607,528.73031557,2,0,0.14856363,2,2310.1875,1279.5
2033,101.675,4810.14837256,528.94839181,2,0,0.139405,2,2311.125,1281.5
2034,101.725,4808.74156077,515.65772448,2,0,0.1309759,2,2311.5,1291.0
2035,101.775,4808.76710498,529.40981798,2,0,0.52461258,12,2310.625,1281.5
2036,101.825,4808.03802428,529.64287295,2,0,0.15999134,2,2310.75,1282.0
2037,101.875,4807.26806894,529.87566471,2,0,0.14651468,2,2310.1875,1281.5
2038,101.925,4806.46965373,530.10893239,2,0,0.14547161,2,2309.875,1281.0
2039,101.975,4805.65281334,530.35936395,2,0,0.17668448,2,2310.0,1281.0
2040,102.025,4804.84676582,530.62140862,2,0,0.19353858,2,2309.375,1280.5
2041,102.075,4804.00506057,530.85311257,2,0,0.16112111,2,2308.9375,1281.0
2042,102.125,4803.16285328,530.96682329,1,0,0.16112111,2,2308.5,1280.5
2043,102.175,4804.3310616,514.40236821,1,0,1.39923325,3,2307.9375,1275.5
2044,102.225,4803.41513605,514.64588509,1,0,0.16112111,2,2308.125,1276.0
2045,102.275,4802.47098779,514.89720795,1,0,0.16111954,2,2307.0625,1275.5
2046,102.325,4801.47441582,515.13192148,1,0,0.14485688,2,2307.125,1275.5
2047,102.375,4800.46016215,515.39209924,1,0,0.16175792,2,2306.5625,1275.0
2048,102.425,4799.43473923,515.65683557,1,0,0.16175792,2,2306.6875,1275.0
2049,102.475,4798.40838413,515.84358021,1,0,0.16175792,2,2306.0625,1269.5
2050,102.525,4797.38001131,516.05690812,1,0,0.16175792,2,2306.75,1270.5
2051,102.575,4796.34742013,516.3216425,1,0,0.16175922,2,2306.875,1270.0
2052,102.625,4795.26831639,516.59555658,1,0,0.14734381,1,2306.875,1270.0
2053,102.675,4794.16032845,516.87298957,1,0,0.14734381,1,2306.375,1269.5
2054,102.725,4792.98735207,517.12739816,1,0,0.11601572,1,2306.5,1270.0
2055,102.775,4791.77807522,517.37925899,1,0,0.11493564,1,2306.5625,1270.5
2056,102.825,4790.56916086,517.63738002,1,0,0.11493564,1,2306.0,1270.0
2057,102.875,4789.35859281,517.90440936,1,0,0.11493564,1,2306.0,1270.0
2058,102.925,4786.57087383,534.97810305,1,0,0.11493564,1,2305.375,1269.5
2059,102.975,4785.36246127,535.16648808,1,0,0.11493564,1,2305.375,1269.5
2060,103.025,4784.12829208,535.35121476,1,0,0.11493564,1,2305.4375,1270.0
2061,103.075,4782.86627758,535.53798472,1,0,0.11493564,1,2304.875,1270.0
2062,103.125,4781.53895216,535.7017954,1,0,0.07744857,1,2304.875,1270.0
2063,103.175,4780.19696626,535.88181893,1,0,0.07084806,1,2304.875,1270.0
2064,103.225,4778.86116319,536.07099886,1,0,0.07084806,1,2304.3125,1270.0
2065,103.275,4777.52045239,536.32555296,1,0,0.07084806,1,2304.9375,1271.5
2066,103.325,4777.53632783,519.95391937,1,0,0.70350697,3,2304.875,1270.5
2067,103.375,4773.75677098,518.67232683,1,0,0.0398184,1,2305.875,1281.0
2068,103.425,4774.67200513,520.19504805,1,0,1.08176709,10,2304.9375,1269.5
2069,103.475,4773.19838604,520.40468387,1,0,0.04416289,1,2305.5,1269.5
2070,103.525,4771.73385732,520.62720087,1,0,0.04416289,1,2304.9375,1269.0
2071,103.575,4770.26940578,520.84923792,1,0,0.04416289,1,2305.0,1269.0
2072,103.625,4768.77918913,521.05753869,1,0,0.02606865,1,2305.0,1269.0
2073,103.675,4767.27531128,521.25996266,1,0,0.02180686,1,2305.0,1269.0
2074,103.725,4765.74196896,521.44554405,1,0,0.02180686,1,2304.375,1263.5
2075,103.775,4764.17516156,521.62451137,1,0,0.03865844,2,2304.375,1263.5
2076,103.825,4762.6138103,521.81896715,1,0,0.05095017,2,2304.375,1263.5
2077,103.875,4761.05046227,522.02239605,1,0,0.05037562,2,2304.375,1263.5
2078,103.925,4759.46901195,522.21681945,1,0,0.0291433,1,2303.8125,1263.5
2079,103.975,4757.88831049,522.41976027,1,0,0.0291433,1,2303.8125,1263.5
2080,104.025,4756.28517549,522.61202974,1,0,0.0291433,1,2303.8125,1263.5
2081,104.075,4754.64484062,522.81879578,1,0,0.04606129,1,2304.375,1264.0
2082,104.125,4753.00579889,523.03422183,1,0,0.04707651,1,2303.75,1263.5
2083,104.175,4751.36901789,523.24942108,1,0,0.04707651,1,2303.9375,1264.5
2084,104.225,4749.71935388,523.45289366,1,0,0.04707651,1,2304.5625,1265.0
2085,104.275,4748.0657321,523.64817475,1,0,0.04707651,1,2304.0625,1264.5
2086,104.325,4746.38260105,523.84161585,1,0,0.0568118,1,2304.1875,1264.5
2087,104.375,4744.68638308,524.03977955,1,0,0.05969887,1,2304.75,1265.0
2088,104.425,4742.98434073,524.25237143,1,0,0.05969887,1,2304.1875,1265.0
2089,104.475,4741.26814023,524.46853328,1,0,0.05969887,1,2304.1875,1265.0
2090,104.525,4739.54279365,524.68770631,1,0,0.05969887,1,2304.1875,1265.0
2091,104.575,4737.79575254,524.8967964,1,0,0.05969887,1,2304.1875,1265.0
2092,104.625,4736.04088475,525.10364411,1,0,0.05969887,1,2303.5625,1264.5
2093,104.675,4734.2730422,525.30363569,1,0,0.05969887,1,2303.625,1265.0
2094,104.725,4732.49546851,525.51117202,1,0,0.05969887,1,2303.625,1265.0
2095,104.775,4730.70898658,525.71870836,1,0,0.05969887,1,2303.0,1264.5
2096,104.825,4728.91368081,525.92216394,1,0,0.05969887,1,2303.0625,1265.5
2097,104.875,4727.10110406,526.12294337,1,0,0.05969887,1,2303.625,1266.0
2098,104.925,4725.25840401,526.31480598,1,0,0.05969887,1,2303.0,1265.5
2099,104.975,4723.40340855,526.50846553,1,0,0.05969887,1,2303.3125,1266.0
2100,105.025,4721.5361414,526.70401885,1,0,0.05969887,1,2303.9375,1266.0
2101,105.075,4719.65732782,526.90054889,1,0,0.05969887,1,2303.3125,1265.5
2102,105.125,4717.77172243,527.10759543,1,0,0.05969887,1,2303.4375,1265.5
2103,105.175,4715.87992364,527.31594455,1,0,0.05969887,1,2303.4375,1265.5
2104,105.225,4713.98533712,527.52942186,1,0,0.05969887,1,2304.0,1265.5
2105,105.275,4712.08920539,527.74167516,1,0,0.05969887,1,2303.4375,1265.0
2106,105.325,4710.1749543,527.94201568,1,0,0.04564339,1,2303.5625,1266.0
2107,105.375,4708.21467679,528.13728766,1,0,0.03785441,1,2303.5625,1266.0
2108,105.425,4706.21589819,528.29370091,1,0,0.03785441,1,2302.9375,1265.5
2109,105.475,4704.2240041,528.40287398,1,0,0.03785441,1,2303.0,1266.0
2110,105.525,4702.25705672,528.53192534,1,0,0.05758555,2,2302.6875,1264.5
2111,105.575,4700.29926688,528.66971847,1,0,0.0565109,2,2302.375,1261.5
2112,105.625,4698.12714897,528.89843906,1,0,0.02262552,1,2301.75,1261.0
2113,105.675,4695.81480467,529.17004383,1,0,0.03278105,2,2302.375,1262.0
2114,105.725,4693.41376303,529.45784616,1,0,0.0410459,2,2302.3125,1262.0
2115,105.775,4690.94579058,529.75880755,1,0,0.04931075,2,2302.125,1261.5
2116,105.825,4688.42009909,530.06385487,1,0,0.0575756,2,2302.4375,1256.5
2117,105.875,4685.84120656,530.39031782,1,0,0.0612424,2,2302.25,1255.0
2118,105.925,4683.19949966,530.70829279,1,0,0.0366204,1,2302.125,1254.5
2119,105.975,4680.50315153,531.03803393,1,0,0.02862232,1,2302.1875,1256.0
2120,106.025,4677.75586715,531.38146416,1,0,0.03729339,2,2302.5625,1253.0
2121,106.075,4674.95659846,531.72659182,1,0,0.03194717,2,2302.6875,1253.5
2122,106.125,4672.09228066,532.06541158,1,0,0.01450854,1,2302.6875,1254.0
2123,106.175,4669.17337142,532.40925306,1,0,0.01205829,1,2302.6875,1252.5
2124,106.225,4666.19705379,532.74824294,1,0,0.01149894,1,2302.5,1251.5
2125,106.275,4663.18081701,533.09160503,1,0,0.01058711,1,2302.375,1249.5
