fin_levels,thickness_mm,gap_mm,root_radius_mm,span_mm,duct,oil_w,h_a,h_b,h_delta,dp_max_pa,dp_delta,t_max_c,pass
14,2.4,3.5,3.0,86.0,splitter12,600.0,228.6645763419706,220.8106936879066,0.0355683980829509,6751.8236187342045,0.07955927740331953,286.90768446156017,False
14,2.0,3.5,4.0,86.0,shroud16,600.0,200.48553378508245,194.12268872362438,0.032777441438166764,3084.733361470299,0.11492943597926897,289.110114787689,False
12,2.0,3.5,4.0,100.0,splitter12,600.0,224.9040085369969,216.32977769786345,0.03963500046262076,6971.545527837884,0.08217763537332423,278.9100979265211,False
12,2.4,3.5,4.0,86.0,shroud16,600.0,230.7126717714562,222.67960988585733,0.03607452828625177,4308.4292404006665,0.1360558059550749,290.862728268506,False
12,2.0,4.5,4.0,86.0,open,1200.0,148.11605305853888,144.6651784792099,0.023854217135085475,887.2858772118383,0.3290872931123488,291.5053803336526,False
14,2.0,3.5,3.0,86.0,splitter12,600.0,222.66220828020926,214.33137989513844,0.03886891592424157,6751.8236187342045,0.07955927740331953,289.65018343288295,False
12,2.4,4.5,3.0,100.0,open,1200.0,134.91268715118883,132.733149073435,0.01642045030174046,655.3216710617555,0.2982034406498971,291.7656113110264,False
14,2.4,3.5,3.0,100.0,shroud16,600.0,184.43731975458985,180.08464538705027,0.024170158195244863,2279.86190293464,0.09815811347035405,291.85487601368357,False
14,2.4,3.5,2.0,100.0,splitter12,600.0,205.66042343929385,199.6971883335516,0.02986138741113342,4991.461590937183,0.07026418246019632,293.93337350233037,False
12,2.0,3.5,4.0,86.0,shroud16,600.0,224.60793617280137,216.09676079646218,0.03938594611492453,4308.4292404006665,0.1360558059550749,294.0530429674178,False
12,2.0,4.5,3.0,100.0,open,1200.0,132.73516005314187,130.2814374463469,0.018834015458307114,655.3216710617555,0.2982034406498971,294.12351884274176,False
