fin_levels,thickness_mm,gap_mm,root_radius_mm,span_mm,duct,oil_w,h_a,h_b,h_delta,dp_max_pa,dp_delta,t_max_c,pass
12,2.0,4.5,3.0,86.0,splitter12,600.0,201.84321579487525,193.94798036086192,0.040708005411159015,5598.531195280001,0.13240185531801513,316.81118756327305,False
12,2.4,3.5,3.0,100.0,open,600.0,169.2006403204294,165.88158092115194,0.0200086072296061,1137.1841994654608,0.13600302551347523,317.4749123201036,False
14,2.4,3.5,3.0,86.0,open,600.0,167.40349383805628,164.22169936722295,0.019374994188303834,1102.0833525146852,0.12738815214834456,318.292675390382,False
14,2.0,3.5,4.0,100.0,splitter12,0.0,200.75471528958968,194.3376925254905,0.03301995964193869,4991.461590937183,0.07026418246019632,318.62648144047296,False
12,2.0,4.5,4.0,86.0,shroud16,600.0,181.44837216417656,175.3700819531744,0.03465978998986338,2528.3256690710227,0.2171456493566183,319.1485927262697,False
12,2.4,4.5,2.0,100.0,splitter12,600.0,185.682771877684,179.91052676156878,0.032083976518867276,4138.459685733687,0.12492613170247986,319.6408863269505,False
12,2.0,3.5,3.0,100.0,open,600.0,165.8262409358738,162.11724312346166,0.022878490535319145,1137.1841994654608,0.13600302551347523,320.28585017805756,False
12,2.4,4.5,3.0,100.0,shroud16,600.0,166.2995198878973,162.0352481793674,0.02631693879228992,1868.3230626687148,0.20243083861700462,320.34848558838644,False
14,2.0,3.5,3.0,86.0,open,600.0,164.0977970340929,160.52913470167638,0.022230620871709312,1102.0833525146852,0.12738815214834456,321.0949338529558,False
12,2.0,4.5,2.0,100.0,splitter12,600.0,181.64826984133705,175.51486930858218,0.034945190438374844,4138.459685733687,0.12492613170247986,322.4497563256358,False
14,2.4,3.5,4.0,86.0,splitter12,0.0,228.6645763419706,220.8106936879066,0.0355683980829509,6751.8236187342045,0.07955927740331953,321.05592990076195,False
12,2.0,4.5,3.0,100.0,shroud16,600.0,163.0357043096559,158.4362705691858,0.029030181813460534,1868.3230626687148,0.20243083861700462,323.1595281568307,False
12,2.4,3.5,3.0,86.0,open,600.0,188.61974700574783,183.99341585531485,0.025144003816261223,1539.2734427684447,0.16588543609008105,323.32091710416387,False
14,2.4,3.5,2.0,100.0,open,600.0,149.95675233984878,147.76093805097432,0.014860587093166332,814.1969712149155,0.09752534497623833,324.53263272453273,False
12,2.4,4.5,2.0,86.0,splitter12,600.0,206.80096627537952,199.2866231214484,0.03770620945968743,5598.531195280001,0.13240185531801513,325.215132746378,False
14,2.0,3.5,4.0,86.0,splitter12,0.0,222.66220828020926,214.33137989513844,0.03886891592424157,6751.8236187342045,0.07955927740331953,324.26561457327136,False
12,2.4,4.5,3.0,86.0,shroud16,600.0,185.4741854493245,179.75867150435167,0.03179548389594359,2528.3256690710227,0.2171456493566183,326.30155034367465,False
12,2.0,3.5,3.0,86.0,open,600.0,184.4620018071138,179.40582638403617,0.02818289419572351,1539.2734427684447,0.16588543609008105,326.5560401781985,False
14,2.4,3.5,4.0,100.0,shroud16,0.0,184.43731975458985,180.08464538705027,0.024170158195244863,2279.86190293464,0.09815811347035405,326.8374681855071,False
14,2.0,3.5,2.0,100.0,open,600.0,147.28395394124863,144.74596182452657,0.01753411345456962,814.1969712149155,0.09752534497623833,326.9649190105022,False
14,2.4,3.5,3.0,100.0,splitter12,0.0,205.66042343929385,199.6971883335516,0.02986138741113342,4991.461590937183,0.07026418246019632,327.90771750624197,False
12,2.0,4.5,2.0,86.0,splitter12,600.0,201.84321579487525,193.94798036086192,0.040708005411159015,5598.531195280001,0.13240185531801513,328.44640768905924,False
12,2.4,3.5,2.0,100.0,open,600.0,169.2006403204294,165.88158092115194,0.0200086072296061,1137.1841994654608,0.13600302551347523,329.1101324458897,False
12,2.0,4.5,3.0,86.0,shroud16,600.0,181.44837216417656,175.3700819531744,0.03465978998986338,2528.3256690710227,0.2171456493566183,329.53718212429317,False
14,2.0,3.5,4.0,100.0,shroud16,0.0,180.45457112090483,175.68087756232143,0.027172527965600424,2279.86190293464,0.09815811347035405,329.6360718352089,False
14,2.4,3.5,2.0,86.0,open,600.0,167.40349383805628,164.22169936722295,0.019374994188303834,1102.0833525146852,0.12738815214834456,329.9278955161682,False
14,2.0,3.5,3.0,100.0,splitter12,0.0,200.75471528958968,194.3376925254905,0.03301995964193869,4991.461590937183,0.07026418246019632,330.6997069570948,False
12,2.4,3.5,4.0,100.0,splitter12,0.0,231.0243912877597,222.92634850253492,0.036326090835030626,6971.545527837884,0.08217763537332423,320.39821391389205,False
12,2.4,3.5,4.0,100.0,shroud16,0.0,207.52990595422236,201.41652083283353,0.030351954726011078,3184.269930545077,0.11971574788868973,331.64759869653926,False
12,2.0,3.5,2.0,100.0,open,600.0,165.8262409358738,162.11724312346166,0.022878490535319145,1137.1841994654608,0.13600302551347523,331.92107030384375,False
12,2.4,4.5,2.0,100.0,shroud16,600.0,166.2995198878973,162.0352481793674,0.02631693879228992,1868.3230626687148,0.20243083861700462,331.98370571417263,False
14,2.4,3.5,4.0,86.0,shroud16,0.0,205.37841187508818,199.4706752745439,0.029617068235283622,3084.733361470299,0.11492943597926897,332.39154965187674,False
14,2.0,3.5,2.0,86.0,open,600.0,164.0977970340929,160.52913470167638,0.022230620871709312,1102.0833525146852,0.12738815214834456,332.730153978742,False
12,2.0,3.5,4.0,100.0,splitter12,0.0,224.9040085369969,216.32977769786345,0.03963500046262076,6971.545527837884,0.08217763537332423,323.6168168841464,False
12,2.0,4.5,2.0,100.0,shroud16,600.0,163.0357043096559,158.4362705691858,0.029030181813460534,1868.3230626687148,0.20243083861700462,334.79474828261687,False
12,2.0,3.5,4.0,100.0,shroud16,0.0,202.53876553829645,195.9693109062487,0.03352287458514647,3184.269930545077,0.11971574788868973,334.87647108014255,False
12,2.4,3.5,2.0,86.0,open,600.0,188.61974700574783,183.99341585531485,0.025144003816261223,1539.2734427684447,0.16588543609008105,334.95613722995006,False
14,2.4,3.5,3.0,86.0,splitter12,0.0,228.6645763419706,220.8106936879066,0.0355683980829509,6751.8236187342045,0.07955927740331953,333.1291554173837,False
14,2.0,3.5,4.0,86.0,shroud16,0.0,200.48553378508245,194.12268872362438,0.032777441438166764,3084.733361470299,0.11492943597926897,335.61103612927207,False
12,2.4,4.5,4.0,100.0,exhaust_jets8,600.0,200.45528912930214,193.4475483450229,0.03622553422998464,7911.819663768476,0.08158108240059714,289.81240281680346,False
12,2.4,4.5,4.0,100.0,open,600.0,134.91268715118883,132.733149073435,0.01642045030174046,655.3216710617555,0.2982034406498971,337.1074417744594,False
12,2.4,3.5,4.0,86.0,shroud16,0.0,230.7126717714562,222.67960988585733,0.03607452828625177,4308.4292404006665,0.1360558059550749,337.65577641464336,False
12,2.4,4.5,2.0,86.0,shroud16,600.0,185.4741854493245,179.75867150435167,0.03179548389594359,2528.3256690710227,0.2171456493566183,337.93677046946084,False
12,2.0,3.5,2.0,86.0,open,600.0,184.4620018071138,179.40582638403617,0.02818289419572351,1539.2734427684447,0.16588543609008105,338.1912603039847,False
14,2.0,3.5,3.0,86.0,splitter12,0.0,222.66220828020926,214.33137989513844,0.03886891592424157,6751.8236187342045,0.07955927740331953,336.3388400898931,False
14,2.4,3.5,3.0,100.0,shroud16,0.0,184.43731975458985,180.08464538705027,0.024170158195244863,2279.86190293464,0.09815811347035405,338.9106937021288,False
12,2.0,4.5,4.0,100.0,exhaust_jets8,600.0,195.78395369439093,188.4015973524362,0.03918414942175262,7911.819663768476,0.08158108240059714,292.5866341721205,False
12,2.0,4.5,4.0,100.0,open,600.0,132.73516005314187,130.2814374463469,0.018834015458307114,655.3216710617555,0.2982034406498971,339.91056753231396,False
12,2.0,4.5,2.0,86.0,shroud16,600.0,181.44837216417656,175.3700819531744,0.03465978998986338,2528.3256690710227,0.2171456493566183,341.17240225007936,False
12,2.0,3.5,4.0,86.0,shroud16,0.0,224.60793617280137,216.09676079646218,0.03938594611492453,4308.4292404006665,0.1360558059550749,341.36569789432656,False
14,2.4,3.5,2.0,100.0,splitter12,0.0,205.66042343929385,199.6971883335516,0.02986138741113342,4991.461590937183,0.07026418246019632,341.4297300848583,False
14,2.0,3.5,3.0,100.0,shroud16,0.0,180.45457112090483,175.68087756232143,0.027172527965600424,2279.86190293464,0.09815811347035405,341.7092973518306,False
12,2.4,3.5,3.0,100.0,splitter12,0.0,231.0243912877597,222.92634850253492,0.036326090835030626,6971.545527837884,0.08217763537332423,332.4714394305139,False
12,2.4,3.5,3.0,100.0,shroud16,0.0,207.52990595422236,201.41652083283353,0.030351954726011078,3184.269930545077,0.11971574788868973,343.720824213161,False
12,2.4,4.5,4.0,86.0,open,600.0,150.81865370955663,147.67685470581478,0.0212748233973468,887.2858772118383,0.3290872931123488,343.82221403110407,False
14,2.0,3.5,2.0,100.0,splitter12,0.0,200.75471528958968,194.3376925254905,0.03301995964193869,4991.461590937183,0.07026418246019632,344.22171953571114,False
14,2.4,3.5,3.0,86.0,shroud16,0.0,205.37841187508818,199.4706752745439,0.029617068235283622,3084.733361470299,0.11492943597926897,344.4647751684986,False
12,2.4,4.5,4.0,100.0,splitter12,0.0,185.682771877684,179.91052676156878,0.032083976518867276,4138.459685733687,0.12492613170247986,345.4957421937105,False
12,2.0,3.5,3.0,100.0,splitter12,0.0,224.9040085369969,216.32977769786345,0.03963500046262076,6971.545527837884,0.08217763537332423,335.6900424007681,False
12,2.0,3.5,3.0,100.0,shroud16,0.0,202.53876553829645,195.9693109062487,0.03352287458514647,3184.269930545077,0.11971574788868973,346.9496965967644,False
12,2.0,4.5,4.0,86.0,open,600.0,148.11605305853888,144.6651784792099,0.023854217135085475,887.2858772118383,0.3290872931123488,347.0512969768274,False
12,2.4,4.5,3.0,100.0,exhaust_jets8,600.0,200.45528912930214,193.4475483450229,0.03622553422998464,7911.819663768476,0.08158108240059714,300.13612525459735,False
12,2.4,4.5,3.0,100.0,open,600.0,134.91268715118883,132.733149073435,0.01642045030174046,655.3216710617555,0.2982034406498971,347.49603117248273,False
14,2.0,3.5,3.0,86.0,shroud16,0.0,200.48553378508245,194.12268872362438,0.032777441438166764,3084.733361470299,0.11492943597926897,347.6842616458939,False
14,2.4,3.5,2.0,86.0,splitter12,0.0,228.6645763419706,220.8106936879066,0.0355683980829509,6751.8236187342045,0.07955927740331953,346.65116799600014,False
12,2.0,4.5,4.0,100.0,splitter12,0.0,181.64826984133705,175.51486930858218,0.034945190438374844,4138.459685733687,0.12492613170247986,348.7297290789239,False
12,2.4,3.5,3.0,86.0,shroud16,0.0,230.7126717714562,222.67960988585733,0.03607452828625177,4308.4292404006665,0.1360558059550749,349.7290019312652,False
12,2.0,4.5,3.0,100.0,exhaust_jets8,600.0,195.78395369439093,188.4015973524362,0.03918414942175262,7911.819663768476,0.08158108240059714,302.9408748245827,False
12,2.0,4.5,3.0,100.0,open,600.0,132.73516005314187,130.2814374463469,0.018834015458307114,655.3216710617555,0.2982034406498971,350.2991569303374,False
14,2.4,3.5,4.0,100.0,open,0.0,149.95675233984878,147.76093805097432,0.014860587093166332,814.1969712149155,0.09752534497623833,351.12733079714474,False
14,2.0,3.5,2.0,86.0,splitter12,0.0,222.66220828020926,214.33137989513844,0.03886891592424157,6751.8236187342045,0.07955927740331953,349.86085266850944,False
12,2.4,4.5,4.0,86.0,splitter12,0.0,206.80096627537952,199.2866231214484,0.03770620945968743,5598.531195280001,0.13240185531801513,351.9128619965726,False
14,2.4,3.5,2.0,100.0,shroud16,0.0,184.43731975458985,180.08464538705027,0.024170158195244863,2279.86190293464,0.09815811347035405,352.43270628074515,False
12,2.0,3.5,3.0,86.0,shroud16,0.0,224.60793617280137,216.09676079646218,0.03938594611492453,4308.4292404006665,0.1360558059550749,353.4389234109484,False
14,2.0,3.5,4.0,100.0,open,0.0,147.28395394124863,144.74596182452657,0.01753411345456962,814.1969712149155,0.09752534497623833,353.926582741424,False
12,2.4,4.5,3.0,86.0,open,600.0,150.81865370955663,147.67685470581478,0.0212748233973468,887.2858772118383,0.3290872931123488,354.2108034291275,False
14,2.0,3.5,2.0,100.0,shroud16,0.0,180.45457112090483,175.68087756232143,0.027172527965600424,2279.86190293464,0.09815811347035405,355.23130993044697,False
12,2.0,4.5,4.0,86.0,splitter12,0.0,201.84321579487525,193.94798036086192,0.040708005411159015,5598.531195280001,0.13240185531801513,355.6312932368961,False
12,2.4,3.5,4.0,100.0,open,0.0,169.2006403204294,165.88158092115194,0.0200086072296061,1137.1841994654608,0.13600302551347523,356.39495158767477,False
12,2.4,3.5,2.0,100.0,splitter12,0.0,231.0243912877597,222.92634850253492,0.036326090835030626,6971.545527837884,0.08217763537332423,345.99345200913024,False
12,2.4,3.5,2.0,100.0,shroud16,0.0,207.52990595422236,201.41652083283353,0.030351954726011078,3184.269930545077,0.11971574788868973,357.24283679177734,False
14,2.4,3.5,4.0,86.0,open,0.0,167.40349383805628,164.22169936722295,0.019374994188303834,1102.0833525146852,0.12738815214834456,357.33577924867416,False
12,2.0,4.5,3.0,86.0,open,600.0,148.11605305853888,144.6651784792099,0.023854217135085475,887.2858772118383,0.3290872931123488,357.43988637485074,False
12,2.4,4.5,3.0,100.0,splitter12,0.0,185.682771877684,179.91052676156878,0.032083976518867276,4138.459685733687,0.12492613170247986,357.56896771033234,False
14,2.4,3.5,2.0,86.0,shroud16,0.0,205.37841187508818,199.4706752745439,0.029617068235283622,3084.733361470299,0.11492943597926897,357.98678774711493,False
12,2.4,4.5,2.0,100.0,exhaust_jets8,600.0,200.45528912930214,193.4475483450229,0.03622553422998464,7911.819663768476,0.08158108240059714,311.77134538038354,False
12,2.4,4.5,2.0,100.0,open,600.0,134.91268715118883,132.733149073435,0.01642045030174046,655.3216710617555,0.2982034406498971,359.1312512982689,False
12,2.0,3.5,4.0,100.0,open,0.0,165.8262409358738,162.11724312346166,0.022878490535319145,1137.1841994654608,0.13600302551347523,359.62861942400855,False
12,2.4,4.5,4.0,100.0,shroud16,0.0,166.2995198878973,162.0352481793674,0.02631693879228992,1868.3230626687148,0.20243083861700462,359.70066521820445,False
12,2.0,3.5,2.0,100.0,splitter12,0.0,224.9040085369969,216.32977769786345,0.03963500046262076,6971.545527837884,0.08217763537332423,349.21205497938445,False
12,2.0,3.5,2.0,100.0,shroud16,0.0,202.53876553829645,195.9693109062487,0.03352287458514647,3184.269930545077,0.11971574788868973,360.47170917538074,False
14,2.0,3.5,4.0,86.0,open,0.0,164.0977970340929,160.52913470167638,0.022230620871709312,1102.0833525146852,0.12738815214834456,360.5592294164219,False
12,2.0,4.5,3.0,100.0,splitter12,0.0,181.64826984133705,175.51486930858218,0.034945190438374844,4138.459685733687,0.12492613170247986,360.80295459554577,False
14,2.0,3.5,2.0,86.0,shroud16,0.0,200.48553378508245,194.12268872362438,0.032777441438166764,3084.733361470299,0.11492943597926897,361.20627422451025,False
12,2.0,4.5,2.0,100.0,exhaust_jets8,600.0,195.78395369439093,188.4015973524362,0.03918414942175262,7911.819663768476,0.08158108240059714,314.5760949503689,False
12,2.0,4.5,2.0,100.0,open,600.0,132.73516005314187,130.2814374463469,0.018834015458307114,655.3216710617555,0.2982034406498971,361.9343770561236,False
12,2.0,4.5,4.0,100.0,shroud16,0.0,163.0357043096559,158.4362705691858,0.029030181813460534,1868.3230626687148,0.20243083861700462,362.93362649012556,False
12,2.4,3.5,4.0,86.0,open,0.0,188.61974700574783,183.99341585531485,0.025144003816261223,1539.2734427684447,0.16588543609008105,363.1192142090248,False
14,2.4,3.5,3.0,100.0,open,0.0,149.95675233984878,147.76093805097432,0.014860587093166332,814.1969712149155,0.09752534497623833,363.2005563137666,False
12,2.4,3.5,2.0,86.0,shroud16,0.0,230.7126717714562,222.67960988585733,0.03607452828625177,4308.4292404006665,0.1360558059550749,363.25101450988154,False
12,2.4,4.5,3.0,86.0,splitter12,0.0,206.80096627537952,199.2866231214484,0.03770620945968743,5598.531195280001,0.13240185531801513,363.98608751319443,False
12,2.4,4.5,2.0,86.0,open,600.0,150.81865370955663,147.67685470581478,0.0212748233973468,887.2858772118383,0.3290872931123488,365.8460235549136,False
12,2.4,3.5,4.0,86.0,splitter12,1200.0,256.4098281269017,246.0346237289892,0.04216969238175569,9430.232988149428,0.09110110261362757,237.73602381123743,False
12,2.0,3.5,4.0,86.0,splitter12,1200.0,248.95685716092095,238.0993903237597,0.04560056547140929,9430.232988149428,0.09110110261362757,240.2506058128816,False
12,2.4,3.5,3.0,86.0,splitter12,1200.0,256.4098281269017,246.0346237289892,0.04216969238175569,9430.232988149428,0.09110110261362757,245.849638889162,False
12,2.0,3.5,3.0,86.0,splitter12,1200.0,248.95685716092095,238.0993903237597,0.04560056547140929,9430.232988149428,0.09110110261362757,248.38817788969305,False
12,2.4,3.5,2.0,86.0,splitter12,1200.0,256.4098281269017,246.0346237289892,0.04216969238175569,9430.232988149428,0.09110110261362757,255.0293761857485,False
12,2.0,3.5,2.0,86.0,splitter12,1200.0,248.95685716092095,238.0993903237597,0.04560056547140929,9430.232988149428,0.09110110261362757,257.5955773612608,False
14,2.0,3.5,3.0,100.0,open,0.0,147.28395394124863,144.74596182452657,0.01753411345456962,814.1969712149155,0.09752534497623833,365.99980825804585,False
12,2.4,4.5,4.0,86.0,shroud16,0.0,185.4741854493245,179.75867150435167,0.03179548389594359,2528.3256690710227,0.2171456493566183,366.54628335788016,False
12,2.0,3.5,4.0,86.0,open,0.0,184.4620018071138,179.40582638403617,0.02818289419572351,1539.2734427684447,0.16588543609008105,366.8388479194655,False
12,2.0,3.5,2.0,86.0,shroud16,0.0,224.60793617280137,216.09676079646218,0.03938594611492453,4308.4292404006665,0.1360558059550749,366.96093598956475,False
12,2.0,4.5,3.0,86.0,splitter12,0.0,201.84321579487525,193.94798036086192,0.040708005411159015,5598.531195280001,0.13240185531801513,367.70451875351796,False
14,2.4,3.5,4.0,100.0,exhaust_jets8,1200.0,221.79997304085128,214.5016101864166,0.0340247462389299,9479.99481239713,0.04967379155108751,226.13107641172832,False
14,2.0,3.5,4.0,100.0,exhaust_jets8,1200.0,216.13512138673352,208.3665659295784,0.0372831189231225,9479.99481239713,0.04967379155108751,227.99541412256895,False
14,2.4,3.5,3.0,100.0,exhaust_jets8,1200.0,221.79997304085128,214.5016101864166,0.0340247462389299,9479.99481239713,0.04967379155108751,234.1359400193096,False
14,2.0,3.5,3.0,100.0,exhaust_jets8,1200.0,216.13512138673352,208.3665659295784,0.0372831189231225,9479.99481239713,0.04967379155108751,236.01755078925936,False
14,2.4,3.5,2.0,100.0,exhaust_jets8,1200.0,221.79997304085128,214.5016101864166,0.0340247462389299,9479.99481239713,0.04967379155108751,243.19016923852058,False
14,2.0,3.5,2.0,100.0,exhaust_jets8,1200.0,216.13512138673352,208.3665659295784,0.0372831189231225,9479.99481239713,0.04967379155108751,245.09170768587086,False
12,2.4,3.5,3.0,100.0,open,0.0,169.2006403204294,165.88158092115194,0.0200086072296061,1137.1841994654608,0.13600302551347523,368.4681771042966,False
12,2.0,4.5,2.0,86.0,open,600.0,148.11605305853888,144.6651784792099,0.023854217135085475,887.2858772118383,0.3290872931123488,369.07510650063693,False
14,2.4,3.5,3.0,86.0,open,0.0,167.40349383805628,164.22169936722295,0.019374994188303834,1102.0833525146852,0.12738815214834456,369.4090047652959,False
12,2.0,4.5,4.0,86.0,shroud16,0.0,181.44837216417656,175.3700819531744,0.03465978998986338,2528.3256690710227,0.2171456493566183,370.26550516710404,False
12,2.4,4.5,2.0,100.0,splitter12,0.0,185.682771877684,179.91052676156878,0.032083976518867276,4138.459685733687,0.12492613170247986,371.0909802889487,False
12,2.0,3.5,3.0,100.0,open,0.0,165.8262409358738,162.11724312346166,0.022878490535319145,1137.1841994654608,0.13600302551347523,371.7018449406304,False
12,2.4,4.5,3.0,100.0,shroud16,0.0,166.2995198878973,162.0352481793674,0.02631693879228992,1868.3230626687148,0.20243083861700462,371.7738907348263,False
14,2.0,3.5,3.0,86.0,open,0.0,164.0977970340929,160.52913470167638,0.022230620871709312,1102.0833525146852,0.12738815214834456,372.6324549330436,False
12,2.0,4.5,2.0,100.0,splitter12,0.0,181.64826984133705,175.51486930858218,0.034945190438374844,4138.459685733687,0.12492613170247986,374.3249671741621,False
14,2.4,3.5,4.0,100.0,exhaust_jets8,600.0,221.79997304085128,214.5016101864166,0.0340247462389299,9479.99481239713,0.04967379155108751,266.5192173795688,False
12,2.0,4.5,3.0,100.0,shroud16,0.0,163.0357043096559,158.4362705691858,0.029030181813460534,1868.3230626687148,0.20243083861700462,375.0068520067474,False
12,2.4,3.5,3.0,86.0,open,0.0,188.61974700574783,183.99341585531485,0.025144003816261223,1539.2734427684447,0.16588543609008105,375.19243972564664,False
14,2.0,3.5,4.0,100.0,exhaust_jets8,600.0,216.13512138673352,208.3665659295784,0.0372831189231225,9479.99481239713,0.04967379155108751,268.8376796380554,False
14,2.4,3.5,2.0,100.0,open,0.0,149.95675233984878,147.76093805097432,0.014860587093166332,814.1969712149155,0.09752534497623833,376.7225688923829,False
12,2.4,4.5,2.0,86.0,splitter12,0.0,206.80096627537952,199.2866231214484,0.03770620945968743,5598.531195280001,0.13240185531801513,377.5081000918108,False
12,2.4,4.5,3.0,86.0,shroud16,0.0,185.4741854493245,179.75867150435167,0.03179548389594359,2528.3256690710227,0.2171456493566183,378.619508874502,False
12,2.0,3.5,3.0,86.0,open,0.0,184.4620018071138,179.40582638403617,0.02818289419572351,1539.2734427684447,0.16588543609008105,378.9120734360873,False
14,2.0,3.5,2.0,100.0,open,0.0,147.28395394124863,144.74596182452657,0.01753411345456962,814.1969712149155,0.09752534497623833,379.5218208366622,False
12,2.0,4.5,2.0,86.0,splitter12,0.0,201.84321579487525,193.94798036086192,0.040708005411159015,5598.531195280001,0.13240185531801513,381.2265313321343,False
12,2.4,3.5,2.0,100.0,open,0.0,169.2006403204294,165.88158092115194,0.0200086072296061,1137.1841994654608,0.13600302551347523,381.99018968291296,False
12,2.0,4.5,3.0,86.0,shroud16,0.0,181.44837216417656,175.3700819531744,0.03465978998986338,2528.3256690710227,0.2171456493566183,382.3387306837259,False
14,2.4,3.5,2.0,86.0,open,0.0,167.40349383805628,164.22169936722295,0.019374994188303834,1102.0833525146852,0.12738815214834456,382.93101734391223,False
12,2.4,4.5,4.0,100.0,exhaust_jets8,0.0,200.45528912930214,193.4475483450229,0.03622553422998464,7911.819663768476,0.08158108240059714,336.43095077511316,False
14,2.4,3.5,3.0,100.0,exhaust_jets8,600.0,221.79997304085128,214.5016101864166,0.0340247462389299,9479.99481239713,0.04967379155108751,276.5508686259187,False
12,2.0,3.5,2.0,100.0,open,0.0,165.8262409358738,162.11724312346166,0.022878490535319145,1137.1841994654608,0.13600302551347523,385.22385751924674,False
12,2.4,4.5,2.0,100.0,shroud16,0.0,166.2995198878973,162.0352481793674,0.02631693879228992,1868.3230626687148,0.20243083861700462,385.29590331344264,False
14,2.0,3.5,2.0,86.0,open,0.0,164.0977970340929,160.52913470167638,0.022230620871709312,1102.0833525146852,0.12738815214834456,386.15446751165996,False
12,2.0,4.5,4.0,100.0,exhaust_jets8,0.0,195.78395369439093,188.4015973524362,0.03918414942175262,7911.819663768476,0.08158108240059714,339.6624035192971,False
14,2.0,3.5,3.0,100.0,exhaust_jets8,600.0,216.13512138673352,208.3665659295784,0.0372831189231225,9479.99481239713,0.04967379155108751,278.89765573796205,False
12,2.4,3.5,4.0,86.0,splitter12,600.0,256.4098281269017,246.0346237289892,0.04216969238175569,9430.232988149428,0.09110110261362757,280.9683178194771,False
12,2.0,4.5,2.0,100.0,shroud16,0.0,163.0357043096559,158.4362705691858,0.029030181813460534,1868.3230626687148,0.20243083861700462,388.52886458536375,False
12,2.4,3.5,2.0,86.0,open,0.0,188.61974700574783,183.99341585531485,0.025144003816261223,1539.2734427684447,0.16588543609008105,388.714452304263,False
12,2.0,3.5,4.0,86.0,splitter12,600.0,248.95685716092095,238.0993903237597,0.04560056547140929,9430.232988149428,0.09110110261362757,284.10475013717553,False
12,2.4,4.5,4.0,100.0,open,0.0,134.91268715118883,132.733149073435,0.01642045030174046,655.3216710617555,0.2982034406498971,390.8885271102906,False
12,2.4,4.5,2.0,86.0,shroud16,0.0,185.4741854493245,179.75867150435167,0.03179548389594359,2528.3256690710227,0.2171456493566183,392.14152145311834,False
12,2.0,3.5,2.0,86.0,open,0.0,184.4620018071138,179.40582638403617,0.02818289419572351,1539.2734427684447,0.16588543609008105,392.43408601470367,False
12,2.0,4.5,4.0,100.0,open,0.0,132.73516005314187,130.2814374463469,0.018834015458307114,655.3216710617555,0.2982034406498971,394.10440977541896,False
12,2.4,4.5,3.0,100.0,exhaust_jets8,0.0,200.45528912930214,193.4475483450229,0.03622553422998464,7911.819663768476,0.08158108240059714,348.504176291735,False
14,2.4,3.5,2.0,100.0,exhaust_jets8,600.0,221.79997304085128,214.5016101864166,0.0340247462389299,9479.99481239713,0.04967379155108751,287.93342652251033,False
12,2.0,4.5,2.0,86.0,shroud16,0.0,181.44837216417656,175.3700819531744,0.03465978998986338,2528.3256690710227,0.2171456493566183,395.8607432623422,False
12,2.4,3.5,3.0,86.0,splitter12,600.0,256.4098281269017,246.0346237289892,0.04216969238175569,9430.232988149428,0.09110110261362757,291.1791586645287,False
14,2.0,3.5,2.0,100.0,exhaust_jets8,600.0,216.13512138673352,208.3665659295784,0.0372831189231225,9479.99481239713,0.04967379155108751,290.31320404037933,False
12,2.4,4.5,4.0,86.0,open,0.0,150.81865370955663,147.67685470581478,0.0212748233973468,887.2858772118383,0.3290872931123488,398.59063190068196,False
12,2.0,4.5,3.0,100.0,exhaust_jets8,0.0,195.78395369439093,188.4015973524362,0.03918414942175262,7911.819663768476,0.08158108240059714,351.7356290359189,False
12,2.0,3.5,3.0,86.0,splitter12,600.0,248.95685716092095,238.0993903237597,0.04560056547140929,9430.232988149428,0.09110110261362757,294.35534153580875,False
12,2.0,4.5,4.0,86.0,open,0.0,148.11605305853888,144.6651784792099,0.023854217135085475,887.2858772118383,0.3290872931123488,402.2927857896582,False
12,2.4,4.5,3.0,100.0,open,0.0,134.91268715118883,132.733149073435,0.01642045030174046,655.3216710617555,0.2982034406498971,402.96175262691236,False
12,2.0,4.5,3.0,100.0,open,0.0,132.73516005314187,130.2814374463469,0.018834015458307114,655.3216710617555,0.2982034406498971,406.1776352920407,False
12,2.4,3.5,2.0,86.0,splitter12,600.0,256.4098281269017,246.0346237289892,0.04216969238175569,9430.232988149428,0.09110110261362757,302.7657492641489,False
12,2.4,4.5,2.0,100.0,exhaust_jets8,0.0,200.45528912930214,193.4475483450229,0.03622553422998464,7911.819663768476,0.08158108240059714,362.02618887035135,False
12,2.4,4.5,3.0,86.0,open,0.0,150.81865370955663,147.67685470581478,0.0212748233973468,887.2858772118383,0.3290872931123488,410.6638574173038,False
12,2.0,3.5,2.0,86.0,splitter12,600.0,248.95685716092095,238.0993903237597,0.04560056547140929,9430.232988149428,0.09110110261362757,305.97064780585913,False
12,2.0,4.5,2.0,100.0,exhaust_jets8,0.0,195.78395369439093,188.4015973524362,0.03918414942175262,7911.819663768476,0.08158108240059714,365.25764161453526,False
12,2.0,4.5,3.0,86.0,open,0.0,148.11605305853888,144.6651784792099,0.023854217135085475,887.2858772118383,0.3290872931123488,414.36601130628003,False
12,2.4,4.5,4.0,86.0,exhaust_jets8,1200.0,223.01736855562675,214.05159798130455,0.04188602495322306,10701.14740595765,0.08590137075547863,249.04141612738164,False
12,2.0,4.5,4.0,86.0,exhaust_jets8,1200.0,217.29329119794698,207.9407985972493,0.044976708100520825,10701.14740595765,0.08590137075547863,251.60864628506482,False
12,2.4,4.5,3.0,86.0,exhaust_jets8,1200.0,223.01736855562675,214.05159798130455,0.04188602495322306,10701.14740595765,0.08590137075547863,257.2638691622317,False
