# Selection       : patch(inlet)
# Faces           : 437
# Area            : 2.2597937500e-02
# Time            	areaAverage(p)
40                	1.0129417344e+05
50                	1.0135360755e+05
60                	1.0134470481e+05
70                	1.0139172977e+05
80                	1.0139811758e+05
90                	1.0142887495e+05
100               	1.0144341820e+05
110               	1.0147150830e+05
120               	1.0149846128e+05
